D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\NI_0min_1.d ,1,3.797,6.009,6.53,131295.06,5456734.85,100,100,100,2.733,,0,86077.29,0,3237.51,,133915.28,,98.04,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,4.012,5.858,6.557,170772.76,8082992.38,100,100,100,2.545,,0,22048.95,0,4202.27,,173821.47,,98.25,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_3.d ,1,3.763,5.986,6.518,190003.14,8963727.37,100,100,100,2.755,,0,105743.89,0,4684.86,,193783.09,,98.05,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,3.704,5.069,6.51,193072.84,10129861.97,100,100,100,0.868,,934.31,38994.27,,,,,265.91,24975.53,0.48,211112.42,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,3.7,4.908,6.498,243121.77,13809678.68,100,100,100,2.798,,1153.79,57256.66,436.78,5945.72,,245936.63,,98.86,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,3.708,4.85,6.534,321801.68,16754917.67,100,100,100,2.826,,978.71,62251.87,429.15,11852.62,,326845.19,,98.46,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,3.642,4.849,6.556,289733.03,16774248.93,100,100,100,2.914,,0,30296.35,0,3519.9,,291191.84,,99.5,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.977,5.019,6.553,260543.81,17041962.4,100,100,100,2.576,,2590.77,26380.76,2590.76,0,,262087.16,,99.41,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,3.711,4.946,6.524,313187.13,17791310.63,100,100,100,0.969,,1404.11,87619.99,,,,,56650.94,56650.94,0.48,439311.81,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,3.575,5.421,6.496,416322.06,20284389.04,100,100,100,2.922,,0,109208.34,0,26161.44,,432853.06,,96.18,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,3.694,4.808,6.509,897716.04,21146194.04,100,100,100,2.814,,0,98012.09,0,59853.43,,921398.31,,97.43,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.711,4.835,6.531,669813.15,24372621.5,100,100,100,2.82,,551,98250.45,551,-8061.7,,666929.25,,100.43,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,3.691,4.777,6.572,498418.31,24867829.6,100,100,100,2.881,,0,67852.75,0,12160.4,,503001.81,,99.09,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.704,4.911,6.51,656828.14,25236419.09,100,100,100,0.796,,0,140584.48,,,,,410.94,93051.35,0.41,612248.63,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,3.726,4.784,6.507,1086107.58,27011377.5,100,100,100,2.781,,633.66,102563.05,633.6,67362.5,,1112129.88,,97.66,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,3.706,5.211,6.511,384381.14,27183129.43,100,100,100,1.015,,0,65935.43,,,,,752.16,46719.41,0.97,400465.84,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,3.696,4.787,6.554,960678.55,30521316.4,100,100,100,2.859,,0,39119.13,0,-23012.7,,951892.75,,100.92,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,3.701,5.203,6.532,538571.58,33548430.5,100,100,100,2.831,,980.15,133417.41,291,-6470.3,,535276.88,,100.62,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.71,5.2,6.552,567561.9,38831044,100,100,100,2.842,,738.09,54200.19,382.5,-6819.6,,564168,,100.6,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,3.709,5.149,6.517,589559.35,39042170.9,100,100,100,2.809,,1042.76,168468.75,221.5,29236.3,,604660.25,,97.5,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,3.78,5.165,6.534,588713.59,40162333,100,100,100,2.754,,2827.15,153631.08,2827.1,7176.9,,593728.69,,99.16,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,3.709,5.361,6.515,710372.78,42250190.75,100,100,100,0.986,,764.42,271668.41,,,,,121.28,117452.85,0.52,985386.56,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.607,5.421,6.518,859945.6,44026247.74,100,100,100,0.874,,0,291800,,,,,0,117188.33,0.44,947224.38,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,3.609,5.363,6.52,775367.37,45172957.05,100,100,100,0.973,,0,336668.28,,,,,37.25,128345.19,0.48,1016363.5,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,3.607,5.374,6.519,873366.09,46710250.1,100,100,100,0.917,,0,393693.03,,,,,36.5,152637.99,0.45,1087586.13,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,3.709,5.352,6.514,757517.75,47598978.5,100,100,100,1.028,,0,343799.94,,,,,151.47,149402.17,0.51,1066250.38,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,3.609,5.353,6.521,1091118.85,47745357.45,100,100,100,0.804,,0,349427.5,,,,,74.47,144002.47,0.45,1087225.38,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,3.819,5.304,6.535,907841.61,47762441,100,100,100,2.716,,0,341062.41,0,33587.9,,926212.31,,98.02,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,3.607,5.346,6.518,1140142.46,47893227.32,100,100,100,0.785,,0,281219.91,,,,,71.22,110525.74,0.49,1079417,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,3.606,5.351,6.518,1112747.75,48057745.84,100,100,100,0.798,,571.34,353079.69,,,,,84.75,142864.38,0.45,1082042.63,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,3.712,5.355,6.517,845639,48102652.82,100,100,100,0.957,,0,395557.06,,,,,26.81,156266.43,0.47,1089568.13,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,3.609,5.366,6.52,803355.22,48871776.61,100,100,100,1.005,,706.68,314383.5,,,,,149.31,127513.94,0.51,1097223.5,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,3.607,5.359,6.518,757863.34,49011410.17,100,100,100,1.05,,0,300415.44,,,,,26.47,127156.51,0.52,1098023.25,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,3.61,5.356,6.521,1186800.03,49493583.33,100,100,100,0.783,,0,278698.5,,,,,29.25,107920.19,0.5,1125012.63,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,3.711,5.351,6.516,1135608.47,49501689.79,100,100,100,0.803,,0,355444.28,,,,,35.03,154729.61,0.46,1104460,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,3.699,5.351,6.505,802843.95,49585855.85,100,100,100,1.021,,0,303379.53,,,,,111.5,150344.88,0.55,1173995.63,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,3.608,5.349,6.519,1201612.74,49773689.77,100,100,100,0.781,,0,307437.47,,,,,1.31,138822.29,0.49,1131813.88,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,3.71,5.341,6.515,1182204.26,51322602.81,100,100,100,0.803,,0,395718.22,,,,,91.72,167384.9,0.46,1186934.13,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,3.609,5.351,6.52,1201191.3,51960798.56,100,100,100,0.801,,0,312520.63,,,,,0,118981.17,0.48,1139011.5,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,3.606,5.341,6.517,1165859.03,52342276.75,100,100,100,0.818,,0,412387.13,,,,,64.34,159140.61,0.44,1189814.25,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,3.699,5.336,6.505,1412038.04,52774479.54,100,100,100,0.738,,621,291180.28,,,,,92.63,136086.21,0.5,1286361,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,3.602,5.34,6.521,1281967.77,53059793.92,100,100,100,0.783,,641.32,287451.5,,,,,118.09,106720.63,0.5,1226657.63,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,3.607,5.343,6.519,1314701.73,53835736.36,100,100,100,0.78,,0,295565.97,,,,,31.47,133508.58,0.51,1280284,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,3.61,5.342,6.521,1281298.64,54032474.38,100,100,100,0.792,,0,287839.78,,,,,0,109734.36,0.51,1221851.13,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,3.71,5.338,6.516,1281370.54,54604113.8,100,100,100,0.799,,0,344122.44,,,,,129.47,153877.53,0.49,1249945.5,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,3.707,4.85,6.512,974802.07,69490039.37,100,100,100,1.126,,0,222629.27,,,,,197.72,151180.82,0.45,1052081,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,3.776,4.873,5.987,15206.3,955557.32,100,100,100,2.212,,0,12117.26,0,-165.28,,15124.28,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,3.594,4.792,5.923,32040.46,1707803.56,100,100,100,2.328,,637.51,17789.85,637.51,2602.06,,33688.33,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-2.d ,1,4.001,4.755,5.925,191019.92,7472379.99,100,100,100,1.924,,3632,51348.78,-1032.38,-2064.76,,189582.91,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,4.06,4.797,6.583,459731.13,10567605.54,100,100,100,0.461,,789.78,5235.31,,,,,212.88,5225.84,0.37,489524.72,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,4.097,4.973,6.237,1087510.53,23521624.5,100,100,100,2.14,,3183.93,19621.31,2537.2,-11807.8,,1084175.63,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,4.151,4.755,6.052,816914.65,27318167,100,100,100,1.901,,6378.15,131056.96,6378.1,18013.6,,826990.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,4.057,4.983,6.186,1071895.9,28097960.9,100,100,100,2.129,,6055.53,20241.15,5290.6,-5839.5,,1072346,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,4.054,4.952,6.077,1253671.85,30128853.1,100,100,100,2.023,,19183.28,57938.69,18528.9,20799.9,,1273208.75,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,4.185,4.933,6.136,1492178,35773668,100,100,100,1.951,,5244,43146,5244,-8126,,1492294,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,4.057,4.971,6.064,1579396.68,51508055.5,100,100,100,2.007,,45237.88,299331.31,42014.4,35250.7,,1618328.38,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,3.926,4.574,6.038,2428926.6,59389760.2,100,100,100,2.112,,23342.96,285916.34,23342.9,13337.2,,2449197,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,4.063,5.161,6.053,1477814.23,62430584.3,100,100,100,1.99,,5374.76,533724.19,4877.6,40911.4,,1502565.13,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,4.053,4.984,5.993,3040127.45,81691740.4,100,100,100,1.94,,46511.9,678193.5,43155,101658.4,,3111364.75,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,3.904,4.497,5.983,3782072.15,83429193.9,100,100,100,2.079,,20991.44,274574.03,20991.4,83225.8,,3820821.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,4.055,5.109,6.167,2766482.45,87901306.2,100,100,100,2.112,,11461.77,724383.44,10145,15133.7,,2779115.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,4.099,5.142,6.195,2657318.35,89918052.2,100,100,100,2.096,,0,723969.69,0,14509.8,,2664535.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,4.056,4.882,6.035,3077923.8,92305139.5,100,100,100,1.979,,20146.16,560764.06,19602.1,16861.4,,3096382,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,4.052,5.061,6.175,3225675.7,96734196.5,100,100,100,2.123,,32332.65,650373.5,24509,-35089.6,,3221863.5,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,3.975,4.485,6.065,3875129.9,97866341.4,100,100,100,2.09,,11595.83,387466.13,11595.8,21178,,3889064,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,4.111,4.499,6.056,3690014.2,98858208.2,100,100,100,1.946,,32869.57,413506.91,32869.5,0,,3716329,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,3.925,4.524,6.104,3374410.55,99135061.9,100,100,100,2.179,,3832.09,413667.13,3832,18418.1,,3382250.75,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,3.811,4.487,6.056,3961621.25,102876521.6,100,100,100,2.245,,13862.23,406128.97,13862.2,-21590.5,,3964803.75,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,4.055,4.836,5.973,4035182.55,107548358.3,100,100,100,1.918,,25798.92,578365.06,23385.8,-43903.5,,4031146.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,3.931,4.496,6.165,3646823.15,108163996.8,100,100,100,2.234,,22123.43,414156.56,22123.4,-39788.1,,3653277.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,4.587,4.91,5.513,5951.27,51650.89,100,100,100,0.145,,0,0,,,,,209.69,138.94,0.38,6102.12,,,  ,426.0183,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,4.583,4.894,5.509,8006,68161.67,100,100,100,0.142,,2435.81,0,,,,,697.5,177.44,0.31,9961.61,,,  ,426.0183,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,4.689,4.962,5.509,8114.82,112987.39,100,100,100,0.314,,0,0,,,,,0,438,0.57,8895.05,,1.95,  ,505.9791,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,4.586,4.896,5.513,8147.54,128445.11,100,100,100,0.271,,0,991.88,,,,,0,309.53,0.38,9102.01,,,  ,426.0183,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,4.586,4.917,5.512,22515.51,228304.35,100,100,100,0.212,,0,0,,,,,0,184.84,0.61,20816.44,,,  ,426.0183,,,,,,,,,,,
