D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,3.699,4.575,5.6,14391.7,194627.61,100,100,100,0.225,,0,0,,,,,0,85.15,0.88,8151.06,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,3.61,4.586,5.515,12827.82,195487.46,100,100,100,0.558,,0,245.24,,,,,0,131.28,0.88,9604.4,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,3.711,4.574,6.04,10793.37,198319.27,100,100,100,0.629,,0,0,,,,,0,129.28,0.86,8347.3,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,3.611,4.152,6.522,9700.13,198646.59,100,100,100,0.559,,0,0,,,,,235.91,235.91,0.2,16417.92,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,3.701,4.624,6.506,4634.06,209832.83,100,100,100,1.035,,0,1666.06,,,,,0,136.82,0.78,5229.12,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,3.709,4.662,6.515,5988.83,209930.62,100,100,100,0.748,,0,0,,,,,172.22,172.22,0.64,9824.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,3.702,4.403,6.507,4913.29,219753.4,100,100,100,0.793,,0,775.09,,,,,82.38,161.88,0.49,0,,30.35,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,3.704,4.486,6.509,5708.24,230913.75,100,100,100,0.74,,525.37,585.56,,,,,159.16,268.84,0.57,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,3.703,4.693,6.509,5389.8,248450.74,100,100,100,0.698,,0,0,,,,,394.13,394.13,0.61,4222.05,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,3.711,4.455,6.517,5212.99,249675.22,100,100,100,0.807,,0,1759.55,,,,,148.13,547.86,0.62,12040.7,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,3.706,4.622,6.511,1755.24,254340.41,100,100,100,1.95,,543.86,1764.35,,,,,120.81,843.73,0.37,0,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,3.608,4.682,6.52,5895.98,259256.46,100,100,100,0.718,,0,0,,,,,155.78,352.55,0.73,5226.76,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,3.71,4.573,5.721,15799.38,268838.43,100,100,100,0.628,,0,0,,,,,0,56.49,0.9,9267.11,,1.33,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,3.609,4.452,6.52,6589.49,272617.33,100,100,100,0.711,,0,1287.26,,,,,225.75,249.35,0.39,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,3.7,4.676,6.505,6357.93,273013.57,100,100,100,0.639,,0,1149.92,,,,,0,468.84,0.75,6613.88,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,3.702,4.669,6.507,6548.46,277142.66,100,100,100,0.733,,0,1041.03,,,,,192.25,399.65,0.6,8656.98,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,3.608,4.646,6.519,7083.19,280211.91,100,100,100,0.784,,408.84,0,,,,,56.19,386.99,0.74,10892.12,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,3.609,4.604,5.514,18215.64,285400.52,100,100,100,0.569,,0,0,,,,,0,182.5,0.86,14254.15,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,3.608,4.452,6.519,7001.36,304519,100,100,100,0.811,,0,0,,,,,188.56,228.06,0.42,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,3.713,4.582,5.513,19820.49,310485.36,100,100,100,0.61,,0,0,,,,,0,159.19,0.92,13420.13,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,3.606,4.577,5.935,16945.46,317030.6,100,100,100,0.601,,0,838.8,,,,,33.28,183.38,0.78,12359.41,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,3.609,4.578,5.621,20459.34,332419.02,100,100,100,0.271,,0,0,,,,,34.03,133.34,0.87,13503.79,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,3.706,4.735,6.511,4378.01,336796.58,100,100,100,1.369,,0,1357.22,,,,,351.03,879.5,0.5,4259.43,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,3.607,4.449,6.519,5806.91,338120.52,100,100,100,1.019,,574.25,0,,,,,97.41,297.33,0.45,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,3.698,4.616,6.504,7562.5,345004.66,100,100,100,0.87,,0,0,,,,,69.78,78.09,0.63,6880.39,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,3.706,4.513,6.512,6540.72,360251.4,100,100,100,1.09,,499.65,903.56,,,,,725.53,725.53,0.56,9181.84,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,3.712,4.59,5.511,18995.98,361293.62,100,100,100,0.664,,652.75,0,,,,,128.16,289.31,0.9,15107.58,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,3.609,4.61,6.52,7272.43,389233.57,100,100,100,0.922,,0,0,,,,,71.88,364.8,0.64,5950.23,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,3.699,4.565,6.504,7526.92,406065.5,100,100,100,1.065,,0,473.34,,,,,345.56,345.56,0.58,10850.54,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,3.704,4.225,6.51,13653.03,408783.26,100,100,100,0.578,,0,1147.52,,,,,304.91,304.91,0.59,15726.17,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,3.706,4.206,6.511,13505.64,418395.12,100,100,100,0.809,,0,470.35,,,,,206.31,206.31,0.58,17744.56,,1.14,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,3.706,4.665,6.511,6937.94,432508.08,100,100,100,1.039,,0,1772.12,,,,,843.41,843.41,0.61,7229.91,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,3.608,4.551,6.52,6798.75,440328.68,100,100,100,1.183,,0,0,,,,,74.75,387.44,0.59,8754.07,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_2.d ,1,3.703,4.703,6.509,9945.06,489783.96,100,100,100,0.755,,845.31,1696.57,,,,,748.25,748.25,0.37,9546.38,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,3.708,4.52,6.513,7339.51,497982.51,100,100,100,1.308,,0,0,,,,,115.78,115.78,0.49,10055.99,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,3.703,4.518,6.508,8172.35,508969.02,100,100,100,1.16,,0,0,,,,,119.5,406.46,0.51,9740.16,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,3.705,4.713,6.503,12792.98,509132.78,100,100,100,2.798,,216.22,1653.55,123.81,212.59,,12948.79,,98.8,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,3.7,4.554,6.506,8260.15,513517.52,100,100,100,1.277,,890.51,1914.16,,,,,333.72,333.72,0.55,10650.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,3.704,4.52,6.51,7610.99,519303.77,100,100,100,1.215,,0,1395.47,,,,,109.56,196.27,0.48,8931.02,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,3.702,4.434,6.507,17034.99,537772.92,100,100,100,0.729,,0,0,,,,,215.41,215.41,0.4,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,3.701,4.664,6.506,11898.6,558441.55,100,100,100,0.739,,1109.01,0,,,,,399.16,547.91,0.49,14000.91,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,3.706,4.183,6.511,20367.61,571344.83,100,100,100,0.751,,0,0,,,,,506.72,506.72,0.75,21465.75,,1.72,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,3.703,4.621,6.509,14116.49,579079.98,100,100,100,0.986,,0,0,,,,,586.84,586.84,0.57,13039.31,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,3.707,4.521,6.513,12445.86,584576.94,100,100,100,0.769,,231.49,2461.26,,,,,1317.31,1317.31,0.46,9288.37,,,  ,96.9649,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.707,4.177,5.617,31260.63,598993.16,100,100,100,0.686,,0,0,,,,,35.72,361.7,0.78,24759.74,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,3.612,4.397,6.523,32175.44,601830.07,100,100,100,0.383,,0,0,,,,,521.81,521.81,0.45,28700.04,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,3.606,4.557,5.935,32994.04,609459.71,100,100,100,0.618,,0,0,,,,,18.84,218.72,0.84,20896.89,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,3.609,4.56,5.923,30154.94,613001.09,100,100,100,0.619,,0,847,,,,,0,271.35,0.81,23580.72,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,3.609,4.563,5.608,31137.06,613327.12,100,100,100,0.328,,0,239.63,,,,,15.97,272.05,0.85,23171.39,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,3.704,4.688,6.51,14461.84,634204.62,100,100,100,0.997,,0,0,,,,,449.72,449.72,0.42,13672.18,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,3.706,4.784,6.511,10653.66,657783.27,100,100,100,1.117,,0,5629.53,,,,,304.09,2572.51,0.44,11089.46,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,3.702,4.475,6.507,16390.21,680960.9,100,100,100,0.96,,0,0,,,,,453.06,453.06,0.51,18188.91,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,3.706,4.171,6.511,35925.49,696486.78,100,100,100,0.659,,0,1229.56,,,,,194.59,194.59,0.54,33153.36,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,3.704,4.651,6.509,15669.66,705603.58,100,100,100,0.94,,0,2514.88,,,,,1937,1937,0.51,17039.03,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,3.7,4.558,6.505,12066.08,706030.47,100,100,100,1.094,,942.03,0,,,,,339.16,1017.7,0.53,13541.54,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,3.608,4.449,6.52,21036.7,773956.87,100,100,100,0.772,,0,2570.97,,,,,343.5,989.5,0.53,0,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,3.585,4.011,5.984,134820,823174,100,100,100,2.399,,0,0,0,0,,134820,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,3.703,4.672,6.509,17024.83,829791.78,100,100,100,0.769,,0,2973.24,,,,,905.88,2474.59,0.46,27271.52,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.616,4.004,6.309,165702,868438,100,100,100,2.693,,0,1550,0,1550,,165925,,99.87,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,3.703,4.613,6.508,19784.33,881109.25,100,100,100,0.967,,2483.08,0,,,,,804.16,1423.35,0.6,19958.77,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.563,4.039,6.444,181683,896433,100,100,100,2.881,,0,0,0,0,,181683,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,3.609,4.451,6.521,26091.04,963016.13,100,100,100,0.849,,0,3938.16,,,,,888.13,1478.3,0.46,37232.04,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,3.703,4.467,6.509,20932.76,963670.75,100,100,100,1.03,,0,0,,,,,439.75,439.75,0.47,24493.86,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,3.511,4.02,6.026,185740,980978,100,100,100,2.515,,0,0,0,0,,185740,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,3.467,4.032,5.129,187435,1043827,100,100,100,1.662,,0,0,0,0,,187435,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,3.553,4.002,5.11,167059,1068966,100,100,100,1.557,,0,0,0,0,,167059,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,3.608,4.545,6.52,16514.02,1119638.47,100,100,100,1.254,,0,2654.87,,,,,322.56,1105.94,0.49,17673.01,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,3.493,4.064,5.039,95366.65,1141772.33,100,100,100,1.546,,0,648.6,0,538.28,,95565.37,,8.05,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,3.705,4.466,6.511,25388.39,1144584.35,100,100,100,0.962,,1167.07,1387.07,,,,,1945.41,1945.41,0.52,28839.86,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,3.473,3.999,5.274,163052,1195315,100,100,100,1.801,,466,1767,466,1767,,163898,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,3.611,4.06,5.273,115834.45,1231083.1,100,100,100,0.269,,0,579.95,,,,,187.38,192.52,0.75,108018.63,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,3.608,4.68,6.043,49787.77,1231707.39,100,100,100,0.521,,0,2154.96,,,,,284.66,2240.03,0.75,57051.03,,,  ,558.0645,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,3.252,4.028,5.086,196573,1259913,100,100,100,1.834,,0,1563,0,1563,,197234,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,3.747,4.041,6.511,191788.29,1293372.67,100,100,100,2.765,,758.08,2582.99,758.08,862.16,,192557.42,,99.6,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.607,4.598,5.613,68399.98,1301667.82,100,100,100,0.317,,0,1195.81,,,,,150.75,1033.11,0.79,62838.69,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,3.654,4.009,4.984,253549,1347621,100,100,100,1.33,,0,1427,0,1427,,253929,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,3.607,4.567,5.619,73587.94,1368915.95,100,100,100,0.31,,223.02,0,,,,,54.72,847.44,0.84,59638.96,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.589,3.999,6.509,197229.59,1588324.84,100,100,100,2.92,,300.72,2259.35,300.72,856.91,,197608.41,,99.81,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_2.d ,1,3.705,4.6,6.51,117506.55,3695795.01,100,100,100,0.878,,0,6415.12,,,,,97.34,3339.24,0.51,94689.3,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,3.703,4.354,6.508,326493.79,5029677.24,100,100,100,0.394,,0,7389.14,,,,,79.75,6569.61,0.23,355058.31,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,3.701,4.348,6.507,303892.71,6202612.78,100,100,100,0.34,,0,0,,,,,671.22,7663.54,0.39,348190.91,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,3.704,4.654,6.51,140491.59,7234465.54,100,100,100,1.105,,0,18783.9,,,,,97.56,8463.28,0.46,150247.63,,,  ,133.0145,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,3.704,4.366,6.509,327817.29,10024319.97,100,100,100,0.51,,0,10040.28,,,,,6272.41,6272.41,0.59,295962.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,3.704,4.382,6.509,344599.05,10320631.14,100,100,100,0.933,,0,0,,,,,6427.91,6427.91,0.51,292271.03,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_4.d ,1,3.703,4.667,6.509,192574.63,10385482.38,100,100,100,1.138,,0,31600.46,,,,,15085.75,15085.75,0.39,212160.98,,,  ,133.0145,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.701,4.365,6.507,386819,10793595.51,100,100,100,0.598,,289.63,9742.04,,,,,7156.47,7156.47,0.47,334438.41,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,3.704,4.377,6.509,344799.86,10911882.21,100,100,100,0.948,,1127.05,10048.91,,,,,670.66,6873.13,0.51,300074.5,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.702,4.364,6.508,345523.1,11085830.9,100,100,100,0.972,,0,12198.1,,,,,624.81,6192.36,0.54,309142.75,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,3.702,4.369,6.507,398326.06,11730131.08,100,100,100,0.621,,1527.34,10434.85,,,,,936.56,6910.17,0.44,334596.81,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,3.702,4.381,6.507,395847.06,12103788.58,100,100,100,0.933,,0,10639.65,,,,,75.59,7257.74,0.5,327329.09,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,3.707,4.332,6.512,313013.6,12395294.49,100,100,100,0.719,,1914.07,6726,,,,,5751.81,5751.81,0.48,338292.22,,26.41,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,3.703,4.381,6.508,388649.31,12397345.19,100,100,100,0.953,,0,12055.36,,,,,963.78,7863.78,0.49,331144.19,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,3.705,4.331,6.51,323437.03,12824755.69,100,100,100,0.719,,0,8618.74,,,,,80.81,5142.16,0.47,327694.34,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_5.d ,1,3.707,4.578,6.513,302364.26,18811027.85,100,100,100,1.264,,348,53435.55,,,,,44.38,24156.74,0.38,321187.34,,,  ,133.0145,,,,,,,,,,,
