D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,3.186,3.816,4.587,179.83,3084.09,100,100,100,0.286,,0,0,,,,,0,0,1,577.77,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,3.079,3.826,5.038,258.33,3267.11,100,100,100,0.357,,0,0,,,,,0,0,0.83,0,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,2.762,3.794,5.039,199.89,3394.15,100,100,100,0.516,,0,0,,,,,0,0,1.01,0,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,2.974,3.793,5.038,214.39,3413.01,100,100,100,0.523,,0,0,,,,,0,0,1,0,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,3.184,3.804,5.036,221.66,3486.45,100,100,100,0.262,,0,0,,,,,0,0,0.99,0,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,2.125,3.807,5.037,210.97,3520.94,100,100,100,0.278,,0,0,,,,,11.53,0,1.02,0,,,  ,237.0879,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,2.958,3.789,5.022,289.22,3530.52,100,100,100,0.438,,0,0,,,,,0,0,0.78,0,,,  ,237.0879,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,3.186,3.812,5.039,233.9,3599,100,100,100,0.496,,0,0,,,,,0,0,1,0,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,3.077,3.809,4.601,273.42,3746.89,100,100,100,0.529,,0,0,,,,,0,0,1,0,,,  ,237.0879,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,2.115,3.461,5.027,163.45,4037.56,100,100,100,0.63,,0,0,,,,,13.44,14.51,0.58,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,2.121,3.817,5.032,214.89,4143.99,100,100,100,0.468,,0,0,,,,,2.81,0,1.23,539.85,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,2.122,3.797,5.033,215.69,4229.44,100,100,100,0.748,,0,0,,,,,0,0,1.51,0,,,  ,237.0879,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.078,3.842,5.036,219.73,4305.07,100,100,100,0.394,,0,0,,,,,0,0,1.09,0,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,3.177,3.913,5.029,390.3,4342.44,100,100,100,0.399,,0,0,,,,,0,14.28,0.78,279.62,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\empty_120_1.d ,1,2.115,3.454,5.027,205.64,4742.56,100,100,100,0.549,,0,0,,,,,10.5,0,0.41,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,2.229,3.771,5.034,317.63,4781.27,100,100,100,0.251,,0,0,,,,,0,0,1.56,0,,,  ,237.0879,,,,,,,,,,,
F:\2306\RC\230619\gly_60_1.d ,1,2.122,3.402,5.033,100.15,4866.09,100,100,100,0.879,,0,0,,,,,0,46.1,1.19,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_60_2.d ,1,2.115,3.496,5.027,228.41,4906.04,100,100,100,0.543,,0,0,,,,,4.84,14.67,0.43,941.6,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,2.122,3.756,5.034,218.04,5060.56,100,100,100,0.387,,0,0,,,,,0,0,1.25,439.55,,,  ,237.0879,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,3.17,3.813,5.022,393.29,5212.61,100,100,100,0.221,,0,0,,,,,0,0,0.87,431.12,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,3.071,3.911,5.029,343.94,5266.4,100,100,100,0.43,,0,0,,,,,0,0,0.76,565.74,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\empty_60_1.d ,1,2.12,3.465,5.032,122.73,5359,100,100,100,0.813,,0,0,,,,,0,13.69,0.76,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,2.124,3.833,5.036,289.39,5694.77,100,100,100,0.328,,0,0,,,,,0,0,1.22,347.8,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\empty_120_2.d ,1,2.541,3.514,5.028,233.07,5758.68,100,100,100,0.633,,0,0,,,,,0,0,0.39,500.85,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,2.115,3.472,5.026,197.72,5774.71,100,100,100,0.487,,0,0,,,,,3.91,0,0.56,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,2.126,3.817,5.038,494.55,5857.24,100,100,100,0.533,,0,0,,,,,0,30.94,1.36,504.34,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,2.116,3.831,4.657,389.95,6322.03,100,100,100,0.502,,0,0,,,,,0,0,1.39,431.4,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,2.126,3.829,5.037,284.08,6333.99,100,100,100,0.576,,0,0,,,,,11.31,8.84,0.83,307.33,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_1.d ,1,2.762,3.823,5.038,196.96,6525.09,100,100,100,0.643,,0,246.45,,,,,0,25.13,0.97,0,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,2.118,3.908,5.029,297.63,6557.25,100,100,100,0.503,,0,0,,,,,0,0,1.96,634.98,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,3.185,3.91,5.038,352.18,6749.79,100,100,100,0.52,,0,0,,,,,0,0,0.89,278.39,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,2.114,3.48,4.607,333.31,6936.98,100,100,100,0.521,,0,0,,,,,0,0,0.94,479.57,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,2.114,3.51,5.025,340.15,6988.15,100,100,100,0.342,,0,0,,,,,0,29.1,1.31,673.09,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_3.d ,1,2.337,3.855,5.037,387.36,7074.21,100,100,100,0.495,,0,0,,,,,0,13.76,0.63,730.52,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\gly_60_2.d ,1,2.111,3.458,5.023,331.99,7646.36,100,100,100,0.648,,232,0,,,,,12.06,14.09,0.23,489.8,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,3.281,3.897,5.027,347.72,7647.41,100,100,100,0.367,,0,0,,,,,0,0,0.96,669.4,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,2.225,3.844,5.031,629.11,7675.4,100,100,100,0.203,,0,0,,,,,0,15.75,1.56,1168.91,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_2.d ,1,3.182,3.836,5.035,245.45,8656.98,100,100,100,0.79,,0,0,,,,,0,0,0.7,730.09,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_4.d ,1,2.433,3.848,4.685,390.51,8876.92,100,100,100,0.417,,0,0,,,,,0,0,1.36,379.82,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,2.13,3.467,5.041,282.01,8888.14,100,100,100,0.869,,0,0,,,,,0,16.94,1.39,1267.09,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_1.d ,1,2.126,3.501,4.667,603.2,8919.2,100,100,100,0.57,,0,0,,,,,31.53,4.91,0.58,0,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,2.221,4.036,5.026,193.61,9356.89,100,100,100,0.805,,0,0,,,,,0,0,8.21,0,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,3.173,3.902,5.026,567.33,10393.86,100,100,100,0.496,,0,0,,,,,0,0,0.94,707,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,3.071,3.824,5.029,852.79,10439.12,100,100,100,0.518,,0,0,,,,,0,0,1,924.28,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,2.224,3.807,5.029,754.91,11403.03,100,100,100,0.525,,0,0,,,,,0,0,1.11,1259.18,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,2.128,4.034,5.04,592.5,13463.46,100,100,100,0.51,,0,0,,,,,0,0,5.33,0,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,3.176,3.889,5.029,574.78,14745.18,100,100,100,0.626,,0,0,,,,,0,0,0.94,757.01,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.178,3.797,5.031,903.91,18078.78,100,100,100,0.581,,0,0,,,,,0,0,0.99,1409.27,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_30_1.d ,1,2.746,3.472,5.022,1217.7,18937.89,100,100,100,0.259,,0,0,,,,,0,0,0.73,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,2.129,3.492,4.67,1562.15,18941.66,100,100,100,0.523,,0,0,,,,,50.63,15.25,0.7,1372.12,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,2.116,3.806,5.028,953.95,19846.63,100,100,100,0.557,,0,0,,,,,0,0,1.09,0,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,2.118,3.771,5.029,1296.27,21249.38,100,100,100,0.572,,0,0,,,,,18.03,0,1.68,2016.63,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,2.225,3.748,5.03,3054.73,34791.49,100,100,100,0.19,,0,0,,,,,0,0,1.03,3791.26,,,  ,85.0317,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,1.908,2.651,3.293,19954,43773,100,100,100,1.385,,0,236,0,236,,20081,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,2.116,3.467,4.141,220.35,58406.81,100,100,100,4.418,,0,0,,,,,23.22,0,23.01,549.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,2.027,2.648,3.252,18607,58504,100,100,100,1.224,,0,0,0,0,,18607,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,2.116,2.648,5.027,8731.74,59036.08,100,100,100,0.113,,0,0,,,,,0,0,0.85,17375.09,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,2.055,2.659,3.296,19094,59715,100,100,100,1.241,,0,0,0,0,,19094,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,2.14,2.639,3.093,21774,60918,100,100,100,0.953,,0,251,0,251,,21906,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,2.027,2.653,3.644,20518,64362,100,100,100,1.618,,0,0,0,0,,20518,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,2.115,2.647,3.223,21116,64911,100,100,100,1.108,,0,0,0,0,,21116,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,2.144,2.659,3.269,21741,65464,100,100,100,1.125,,0,720,0,720,,22071,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,2.299,2.648,3.224,20840,67192,100,100,100,0.925,,0,0,0,0,,20840,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,1.894,2.648,3.9,20293,68506,100,100,100,2.006,,0,0,0,0,,20293,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,1.998,2.641,3.356,20585,68629,100,100,100,1.357,,0,0,0,0,,20585,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,2.053,2.64,3.471,23613,75600,100,100,100,1.418,,0,0,0,0,,23613,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,2.113,2.645,3.282,22935,75730,100,100,100,1.169,,0,0,0,0,,22935,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,2.084,2.655,3.381,23398,80733,100,100,100,1.296,,0,319,0,319,,23538,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,2.301,2.638,3.01,22128,84446,100,100,100,0.709,,0,0,0,0,,22128,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,2.327,2.653,3.18,21350,85130,100,100,100,0.853,,0,0,0,0,,21350,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,2.116,2.647,5.027,13751.74,86864.49,100,100,100,0.105,,0,441.92,,,,,46.94,50.5,0.9,25361.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,2.012,2.638,3.269,29005,87349,100,100,100,1.258,,0,0,0,0,,29005,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,2.113,3.465,4.471,167.53,87886.92,100,100,100,8.743,,0,0,,,,,18.19,0,30.05,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,2.042,2.634,3.211,21842,88066,100,100,100,1.169,,0,0,0,0,,21842,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,2.128,2.654,3.192,23357,88479,100,100,100,1.064,,0,0,0,0,,23357,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,2.042,2.641,3.123,23152,90598,100,100,100,1.08,,0,0,0,0,,23152,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,2.115,2.645,5.026,14280.57,91084.21,100,100,100,0.106,,0,0,,,,,0,11.56,0.89,24359.99,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,2.125,2.651,3.471,24189,91093,100,100,100,1.346,,0,0,0,0,,24189,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,2.154,2.647,4.447,23190,91359,100,100,100,2.294,,0,0,0,0,,23190,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,2.027,2.648,3.268,24085,92191,100,100,100,1.241,,0,0,0,0,,24085,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,2.027,2.647,3.063,24383,93970,100,100,100,1.036,,0,0,0,0,,24383,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,2.083,2.643,3.297,22305,95175,100,100,100,1.213,,0,0,0,0,,22305,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,2.126,2.655,4.247,14769.59,95503.91,100,100,100,0.508,,0,0,,,,,0,0,0.8,21730.36,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,2.082,2.652,3.356,25148,96379,100,100,100,1.274,,0,0,0,0,,25148,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,1.983,2.637,3.169,23835,98454,100,100,100,1.186,,0,0,0,0,,23835,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,2.114,2.643,5.025,15952.83,100843.06,100,100,100,0.646,,0,0,,,,,20.59,20.59,0.7,25737.41,,2.39,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,2.153,2.647,3.311,28203,111305,100,100,100,1.158,,0,0,0,0,,28203,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,1.941,2.65,3.354,31963,114107,100,100,100,1.413,,0,0,0,0,,31963,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_30_1.d ,1,2.113,3.476,5.024,66651.56,602512.58,100,100,100,0.446,,0,0,,,,,5.59,85.67,1.17,57512.64,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,2.115,3.466,5.026,105759.24,1138409.25,100,100,100,0.468,,0,0,,,,,0,64.12,1.15,112685.41,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_60_1.d ,1,2.112,3.473,5.024,124910.78,1145992.2,100,100,100,0.484,,0,0,,,,,11.03,117.9,1.18,100584.5,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,2.114,3.462,5.025,108444.81,1182593.49,100,100,100,0.498,,0,0,,,,,0,94.07,1.19,146723.52,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,2.126,3.433,5.038,141904.45,1512399.15,100,100,100,0.178,,0,0,,,,,33.84,138.23,1.08,386572.22,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,2.112,3.456,5.023,147601.13,1654605.91,100,100,100,0.503,,0,916.44,,,,,35.75,175.55,1.26,216998.33,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,2.112,3.45,5.024,153231.19,1779224.83,100,100,100,0.503,,0,0,,,,,10.06,190.26,1.3,311854.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_60_2.d ,1,2.111,3.464,5.022,184386.46,1836118.43,100,100,100,0.166,,0,0,,,,,0.44,32.02,0.97,190996.83,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,2.116,3.443,5.028,144443.14,1859694.76,100,100,100,0.498,,0,0,,,,,0,45.67,1.31,420271.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,2.127,3.419,5.038,220314.9,2003742.44,100,100,100,0.152,,0,337.95,,,,,0,114.6,1.09,581400.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_30_2.d ,1,2.112,3.451,5.023,195315.81,2211883.84,100,100,100,0.189,,0,542.44,,,,,0,150.24,0.98,303551.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,2.126,3.424,5.037,248567.2,2411409.65,100,100,100,0.162,,0,399.74,,,,,0,113.87,1.08,667297.06,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,3.4,4.007,5.041,28.2,598.18,100,100,100,0.353,,0,0,,,,,0,11.53,1.31,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,3.292,3.876,5.039,47.81,1002.23,100,100,100,0.349,,0,0,,,,,0,0,1,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-2.d ,1,2.126,3.812,5.037,101.84,2855.42,100,100,100,0.655,,0,0,,,,,0,0,1.5,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,1.83,3.67,5.134,17433,274046,100,100,100,3.304,,0,0,0,0,,17433,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,2.126,3.703,5.037,63564.78,699327.89,100,100,100,0.183,,0,0,,,,,0,10.74,1.03,57992.44,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,2.113,3.808,5.025,78195.16,1146034.39,100,100,100,0.244,,0,0,,,,,0,0,1.22,77199.93,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,2.126,3.69,5.038,58710.92,1188020.52,100,100,100,0.641,,0,0,,,,,0,0,1.13,66987.66,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,2.111,3.686,5.023,67771.79,1233649.31,100,100,100,0.303,,0,0,,,,,0,12.25,1.13,70548.05,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,2.126,3.674,5.037,68302.53,1403512.31,100,100,100,0.683,,0,0,,,,,0,0,1.2,82091.52,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,2.125,3.655,5.036,126729.93,1576300.87,100,100,100,0.207,,0,0,,,,,0,22.01,1.13,123420.23,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,2.123,3.668,5.034,80112.98,1649083.97,100,100,100,0.64,,0,0,,,,,0,18.63,1.21,107126.17,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,2.122,3.649,5.034,138972.26,1731708.64,100,100,100,0.208,,0,0,,,,,0,0,1.12,116532.38,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,2.122,3.64,5.033,158363.23,1841702.25,100,100,100,0.267,,0,0,,,,,0,0,1.45,143549.41,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,2.127,3.657,5.038,146282.37,1896547.97,100,100,100,0.284,,0,0,,,,,14.81,22.79,1.09,127209.1,,,  ,237.0881,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,2.127,3.658,5.038,145409.33,1929549.63,100,100,100,0.288,,0,0,,,,,0,16.73,1.08,129249.28,,,  ,237.0881,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,2.128,3.61,5.039,175427.01,1984590.1,100,100,100,0.189,,0,0,,,,,39.25,0,1.01,165788.39,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,2.128,3.609,5.039,183209.39,2360038.56,100,100,100,0.609,,0,0,,,,,29.91,12.53,1.15,177924.72,,78.86,  ,237.0875,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,2.128,3.619,5.039,201557.47,2364231.22,100,100,100,0.596,,0,0,,,,,28.03,0,1.05,185003.75,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,2.125,3.647,5.037,189910.03,2434964.76,100,100,100,0.292,,0,0,,,,,0,0,1.07,155993.59,,,  ,237.0881,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,2.129,3.609,5.041,205080.53,2490413.9,100,100,100,0.202,,0,0,,,,,30.03,0,1.01,198647.19,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,2.124,3.608,5.036,217400.39,2546302.02,100,100,100,0.607,,0,0,,,,,2.88,0,1.12,202155.77,,,  ,104.0307,,,,,,,,,,,
