D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,3.838,4.75,5.505,427.06,10385.32,100,100,100,0.416,,0,0,,,,,0,0,0.75,738.17,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,4.109,4.6,5.511,589.78,10389.49,100,100,100,0.337,,0,0,,,,,0,0,0.48,804.91,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,3.574,4.452,5.506,1450.15,12679.09,100,100,100,0.257,,0,0,,,,,22.88,0,0.69,0,,,  ,403.5533,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,3.572,4.711,5.504,617.62,16999.93,100,100,100,0.495,,0,0,,,,,23.81,79.24,0.92,872.13,,,  ,133.0145,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,3.584,4.266,5.267,1510.05,26492.17,100,100,100,0.335,,0,0,,,,,66.81,45.38,0.48,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,3.572,4.515,5.504,1187.95,33078.58,100,100,100,0.47,,0,0,,,,,1.5,7.05,0.48,1660.25,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,3.568,4.249,5.5,2758.14,36368.48,100,100,100,0.302,,0,0,,,,,107.88,0,0.7,2733.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,3.572,4.253,5.504,2608.42,39874.18,100,100,100,0.326,,0,0,,,,,0,43.13,0.7,2728.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,3.571,4.256,5.503,2603.12,40508.29,100,100,100,0.324,,0,0,,,,,0,0,0.55,2212.11,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,3.571,4.265,5.503,2802.36,41530.26,100,100,100,0.314,,0,0,,,,,31.38,95.8,0.81,3392.41,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,3.516,4.247,5.322,1710.94,44525.14,100,100,100,0.427,,0,0,,,,,0,0,0.62,0,,,  ,403.5533,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,3.57,4.248,5.502,3387.02,45306.73,100,100,100,0.3,,0,0,,,,,36.56,32.19,0.64,3835.33,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,3.683,4.242,5.509,2804.05,49280.9,100,100,100,0.349,,0,0,,,,,0,16.88,0.59,4186.33,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,3.57,4.249,5.502,3140.67,52164.56,100,100,100,0.339,,0,0,,,,,6.19,0,0.61,2047.94,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,3.73,4.239,5.503,2892.92,55315.83,100,100,100,0.372,,0,0,,,,,0,22.48,0.64,3747.97,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,3.582,4.239,5.514,5972.35,61373.47,100,100,100,0.263,,0,218.63,,,,,67.25,38.94,0.55,3840.79,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,3.571,4.202,5.503,11285.4,62881.33,100,100,100,0.22,,0,0,,,,,37.88,37,0.85,10837.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,3.572,4.203,5.504,11449.78,76883.62,100,100,100,0.282,,0,0,,,,,0,0,0.63,10438.18,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,3.567,4.24,5.5,5387.94,86691.71,100,100,100,0.333,,0,0,,,,,0,17.26,0.6,5923.6,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,3.568,4.228,5.5,10638.28,92317.83,100,100,100,0.173,,0,0,,,,,0,1.94,0.52,9031.65,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,3.57,4.203,5.502,17410.94,92444.88,100,100,100,0.247,,0,0,,,,,22.38,71.76,0.93,16149.95,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,3.582,4.236,4.978,9205.03,92694.22,100,100,100,0.288,,0,0,,,,,15.56,0,0.72,7339.88,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,3.582,4.233,5.514,9227.55,99063.16,100,100,100,0.275,,0,0,,,,,0,79.81,0.63,6801.44,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,3.569,4.199,5.501,18757.24,100226.16,100,100,100,0.26,,0,0,,,,,0,24.17,0.7,19720.7,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.569,4.201,5.501,18245.09,102194,100,100,100,0.278,,0,0,,,,,94.19,37.88,0.83,21211.39,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,3.886,4.228,5.5,11919.18,103016.02,100,100,100,0.174,,0,0,,,,,0,39.66,0.56,7715.12,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,3.571,4.194,5.503,16031.31,103523.51,100,100,100,0.246,,0,0,,,,,54.06,35.56,0.86,20731.05,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,3.571,4.219,5.503,11246.54,105663.19,100,100,100,0.362,,0,0,,,,,66.69,2.12,0.71,7573.03,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,3.571,4.199,5.503,20964.22,107979.73,100,100,100,0.226,,0,0,,,,,0,59.88,0.7,21291.82,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,3.583,4.228,5.515,10051.19,116625.2,100,100,100,0.28,,0,0,,,,,37.13,0,0.57,8328.64,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,3.583,4.226,5.515,12951.25,116757.47,100,100,100,0.259,,0,342.18,,,,,63.56,102.53,0.8,10867.2,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,3.566,4.232,5.498,7167.2,117481.08,100,100,100,0.421,,0,0,,,,,0,32.12,0.72,8377.15,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,3.572,4.225,5.504,11635.88,117788.4,100,100,100,0.27,,0,0,,,,,43.94,54.54,0.66,9918.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,3.573,4.222,5.505,12794.21,118325.17,100,100,100,0.366,,0,0,,,,,0,25.83,0.64,10197.14,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,3.568,4.222,5.5,12801.45,118672.77,100,100,100,0.182,,0,0,,,,,31.75,37.36,0.56,9835.92,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,3.579,4.232,5.516,13643.26,122514.12,100,100,100,0.182,,0,0,,,,,23.31,44.83,0.62,9501.33,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,3.892,4.222,5.506,12800.92,126073.28,100,100,100,0.267,,0,0,,,,,0,32.1,0.63,7444.07,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.57,4.194,5.502,19541.44,129065.08,100,100,100,0.302,,0,338.49,,,,,23.63,25.1,0.96,22915.3,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,3.567,4.225,5.499,13514,130553.25,100,100,100,0.272,,0,0,,,,,0,48.75,0.64,11195.53,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,3.61,4.181,5.222,18951,131506,100,100,100,1.612,,0,0,0,0,,18951,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,3.57,4.223,5.502,12969.83,132592.44,100,100,100,0.364,,0,0,,,,,0,0,0.61,9629.72,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,3.576,4.223,5.508,12077.85,133267.88,100,100,100,0.284,,0,0,,,,,0,60.24,0.66,10650.02,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,3.582,4.229,5.514,15195.02,142324.51,100,100,100,0.263,,0,240.53,,,,,0,17.51,0.62,12242.14,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,3.572,4.229,5.504,15118.6,143234.57,100,100,100,0.186,,0,0,,,,,0,0.56,0.61,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,3.569,4.226,5.501,17642.17,149576.97,100,100,100,0.173,,0,0,,,,,12.5,97.4,0.58,14945.44,,27.66,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,3.571,4.275,5.503,6339.55,149739.91,100,100,100,0.383,,0,549.5,,,,,18.56,69.43,0.54,7188.85,,,  ,403.5533,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,3.582,4.229,5.514,17556.86,156729.1,100,100,100,0.349,,450.34,0,,,,,47,21.19,0.69,13245.59,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,3.57,4.19,5.502,9983.45,180334.62,100,100,100,0.555,,0,0,,,,,0,26.06,0.69,11488.26,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.579,4.19,5.516,11666.79,189060.75,100,100,100,0.473,,0,0,,,,,0,0,0.67,13019.33,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,3.581,4.227,5.513,19449.98,190841.23,100,100,100,0.356,,0,293.48,,,,,21.56,80.14,0.75,17663.18,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,3.582,4.232,5.514,18084.86,192241.2,100,100,100,0.279,,0,0,,,,,0,49.63,0.67,14200.06,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.571,4.261,5.503,8545.54,197161.12,100,100,100,0.647,,0,0,,,,,0,69,0.6,8937.88,,,  ,403.5533,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,3.572,4.191,5.504,11916.71,209880.2,100,100,100,0.484,,0,0,,,,,25.5,0,0.72,13421.2,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,3.581,4.228,5.513,20339.2,211410.25,100,100,100,0.279,,0,396.16,,,,,0,108.76,0.71,15318.01,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,3.579,4.228,5.511,20680.42,216566.94,100,100,100,0.353,,0,0,,,,,0,84.9,0.78,19280.28,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,3.572,4.208,5.504,14540.57,217225.25,100,100,100,0.533,,0,0,,,,,0,29.31,0.7,14273.84,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,3.578,4.177,5.515,17432.35,234565,100,100,100,0.464,,0,0,,,,,22.81,30.4,0.8,17100.46,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,3.573,4.2,5.505,13434.02,245034.45,100,100,100,0.346,,0,0,,,,,31.63,29,0.57,15659.64,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,3.584,4.205,5.516,12995.94,261514.87,100,100,100,0.628,,0,0,,,,,0,29.94,0.64,14670.67,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,3.574,4.181,5.506,44617.38,275483.96,100,100,100,0.103,,0,0,,,,,0,29.38,0.87,57812.5,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,3.625,4.18,5.505,44911.49,277537.34,100,100,100,0.103,,0,0,,,,,0,0.5,0.88,55992.74,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.572,4.151,5.504,24272.22,368562.24,100,100,100,0.463,,0,0,,,,,0,24.81,0.78,27689.67,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,3.626,4.159,5.505,30897.71,480713.26,100,100,100,0.464,,0,227.56,,,,,0,84.06,0.81,32872.96,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,3.716,4.339,5.039,184.41,3013.49,100,100,100,0.272,,0,0,,,,,0,70.97,1.03,341.05,,,  ,662.1008,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,4.003,4.33,4.862,424,3154,100,100,100,0.859,,0,0,0,0,,424,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,3.612,4.285,5.041,97.43,4199.59,100,100,100,0.552,,0,0,,,,,28.13,29.45,0,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,3.701,4.531,5.025,537.3,6217.42,100,100,100,0.193,,0,0,,,,,17.66,4.28,0.99,1009.08,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-2.d ,1,3.608,4.487,5.037,172.11,8068.79,100,100,100,0.737,,0,272.96,,,,,0,63.01,1.43,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,3.608,4.476,5.037,392.03,8341.96,100,100,100,0.355,,0,0,,,,,0.53,22.56,1.34,637.01,,,  ,248.9694,,,,,,,,,,,
