D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,0.56,1.184,1.486,31938.28,490323.92,100,100,100,0.256,,0,0,,,,,56.63,63.49,1.14,33736.36,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,0.566,1.187,1.492,39013.64,514964.28,100,100,100,0.22,,0,0,,,,,339.25,86.38,1.02,45105.12,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,0.559,1.17,1.486,32766.09,518067.14,100,100,100,0.264,,0,0,,,,,769,16.75,1.06,40926.58,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,0.563,1.169,1.489,40569.43,519563.67,100,100,100,0.213,,0,0,,,,,75.38,117.42,1.03,40352.64,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,0.565,1.146,1.492,34967.39,521329.83,100,100,100,0.248,,0,0,,,,,374,182.69,0.98,35598.83,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,0.562,1.143,1.489,35062.96,524157.46,100,100,100,0.249,,0,214.19,,,,,420.5,147.69,1.02,38607.96,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,0.604,1.162,1.479,33626.35,526980.56,100,100,100,0.261,,1241.93,0,,,,,693.63,96.25,1.02,37858.04,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,0.56,1.171,1.487,32669.37,531774.25,100,100,100,0.271,,0,0,,,,,422.81,93.44,1.11,38262.16,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,0.563,1.149,1.489,37294.16,534417.18,100,100,100,0.239,,0,0,,,,,305.13,113.13,1.02,35255,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,0.565,1.157,1.491,37433.88,535848.24,100,100,100,0.239,,0,0,,,,,77.38,249.46,1,37720.75,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,0.564,1.16,1.49,38971.44,536011.99,100,100,100,0.229,,0,212.88,,,,,88.69,129.76,1.05,39454.04,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,0.564,1.147,1.49,35164.77,537431.21,100,100,100,0.255,,0,0,,,,,268.94,121.69,1,35559.34,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,0.563,1.158,1.49,39218.56,539293.93,100,100,100,0.229,,0,0,,,,,265.75,28.5,1,38078.67,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,0.566,1.164,1.492,38476.09,543848.66,100,100,100,0.236,,0,246.09,,,,,290.94,69.88,1.02,39755,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,0.566,1.146,1.492,35962.47,546219.1,100,100,100,0.253,,0,0,,,,,377.5,97.88,1,35273.25,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,0.602,1.157,1.476,39394.88,546488.61,100,100,100,0.231,,464.91,0,,,,,519.88,0.06,1,36719.8,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,0.562,1.15,1.489,37254.63,548847.98,100,100,100,0.246,,0,0,,,,,3.56,211.5,1.08,36124.71,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,0.565,1.161,1.492,38626.62,563151.38,100,100,100,0.243,,0,0,,,,,88.19,108.48,1.04,41383.6,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,0.603,1.159,1.476,34155.61,564280.12,100,100,100,0.275,,0,0,,,,,1016.63,45.88,0.97,42092.16,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,0.561,1.144,1.488,39326.67,566919.57,100,100,100,0.24,,0,0,,,,,401.75,21.25,1.02,39160.11,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,0.564,1.163,1.49,39471.39,570298.54,100,100,100,0.241,,0,0,,,,,184.5,103.88,1.08,39067.05,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,0.561,1.147,1.487,39276.93,589444.56,100,100,100,0.25,,0,0,,,,,280.69,197.19,1.03,42982.56,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,0.557,0.978,1.483,97715.11,684836.07,100,100,100,0.117,,0,1493.02,,,,,505.56,914.32,1.04,101913.37,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,0.555,0.978,1.482,98194.04,688953.63,100,100,100,0.117,,0,1472.33,,,,,557.88,1068.47,1.03,93521.33,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,0.566,0.963,1.492,152685.13,882534.25,100,100,100,0.096,,0,0,,,,,572.75,1304.35,1.03,371233.59,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\sds_1.d ,1,0.566,0.985,1.493,127526.33,1145429.54,100,100,100,0.264,,0,2584.19,,,,,671.38,1529.73,1.04,124629.94,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\sds_2.d ,1,0.566,0.959,1.492,173759.62,1219772.46,100,100,100,0.153,,0,1402.45,,,,,756.06,1041.05,1.01,152726.64,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,0.565,0.969,1.491,175020.11,1307049.35,100,100,100,0.124,,0,3213.51,,,,,906.31,802.44,0.97,359739.66,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\sds_3.d ,1,0.564,0.956,1.49,202218.11,1434359.5,100,100,100,0.154,,0,1592.38,,,,,964.69,1682.86,1.05,169367.78,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,0.554,0.994,1.481,219531.55,1682877.65,100,100,100,0.128,,0,1585.84,,,,,604.88,1072.7,0.98,196792.73,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_2.d ,1,0.554,0.996,1.48,233231.97,1774356.08,100,100,100,0.162,,0,2086.92,,,,,986.69,1620.58,0.86,188684.14,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,0.554,0.996,1.48,235827.18,1788913.24,100,100,100,0.161,,0,2207.99,,,,,815.31,1708.97,0.85,203233.5,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,0.604,0.994,1.478,251708.18,1796758.28,100,100,100,0.156,,5195.94,2869.47,,,,,3728.69,2007.94,0.88,217781.81,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,0.565,0.997,1.491,228280.63,1800657.86,100,100,100,0.131,,0,2536.45,,,,,847.94,1729.74,1.01,186531.66,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,0.603,0.991,1.477,265134.2,1887153,100,100,100,0.156,,3880.67,1178.12,,,,,3773,1064.5,0.88,205112.66,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,0.553,0.993,1.48,261844.84,2038264.83,100,100,100,0.13,,0,3298.33,,,,,9.44,1897.92,1.01,218579.39,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,0.554,0.993,1.48,265882.63,2045200.41,100,100,100,0.128,,0,1760.74,,,,,560.69,1119.78,0.99,221455.27,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,0.556,0.958,1.483,156853.42,2159538.72,100,100,100,0.322,,0,0,,,,,5441.19,2424.25,1.12,209537.09,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,0.556,0.947,1.482,280164.91,2287786.19,100,100,100,0.169,,0,2439.16,,,,,5883.69,1916.25,1.09,240774.95,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,0.555,0.936,1.481,257317.92,2542167.76,100,100,100,0.284,,0,0,,,,,6311.38,1411,2.67,247048.33,,,  ,87.0073,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,0.554,0.986,1.48,306269.86,2650139.77,100,100,100,0.144,,0,2987.2,,,,,1777.13,2235.71,0.98,259074.42,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,0.556,0.957,1.483,186960.72,2667867.54,100,100,100,0.329,,0,3587.46,,,,,6649.63,3378.31,1.05,248394.13,,,  ,87.0073,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,0.556,0.984,1.482,316079.28,2823912.96,100,100,100,0.149,,0,0,,,,,949.13,1471.88,0.96,314119.81,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,0.553,0.947,1.479,307117.22,2825518.05,100,100,100,0.181,,0,2768.45,,,,,249.88,2652.9,1.09,256401.17,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,0.556,0.935,1.483,283808.88,2880829.85,100,100,100,0.287,,0,2477.4,,,,,7799.56,1796.75,1.14,281706.19,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,0.556,0.928,1.482,290139.98,2986428.28,100,100,100,0.172,,0,0,,,,,7853.44,1966.63,1.08,302126.38,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,0.556,0.928,1.483,297979.08,3011280.23,100,100,100,0.168,,0,3733.88,,,,,8574.19,1895.81,1.09,309338.63,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,0.558,0.93,1.484,292401.57,3147033.74,100,100,100,0.295,,0,3470.95,,,,,4356.56,1985.63,1.02,312937.16,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,0.558,0.945,1.484,399165.91,3507991.25,100,100,100,0.271,,0,4141.71,,,,,7078.06,3230.81,1.08,360180.63,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,0.556,0.96,1.483,272269.4,3694325.33,100,100,100,0.323,,0,6560.47,,,,,8257.25,6282.94,1.1,346377.69,,,  ,87.0073,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,0.557,0.943,1.484,542609.9,5783241.72,100,100,100,0.295,,0,0,,,,,15560,4493.5,1.2,529914.31,,,  ,87.0073,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,4.06,4.929,5.224,213.61,5580.33,100,100,100,0.456,,0,0,,,,,0,4.06,5.84,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,4.06,4.847,5.745,881.96,9502.13,100,100,100,1.685,,287.61,295.69,56.94,61.49,,941.03,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-2.d ,1,4.201,4.866,5.997,2695.19,52752.61,100,100,100,1.796,,608.54,379.27,44.76,44.76,,2739.95,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,4.06,4.795,5.992,4551.24,84872.6,100,100,100,0.396,,0,0,,,,,0,168.69,0.48,4768.68,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,4.096,5.026,5.975,8715.92,212547.8,100,100,100,0.529,,0,0,,,,,56.5,69.38,0.54,10610.4,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,4.058,5.044,5.99,8042.17,251464.32,100,100,100,0.526,,412.28,0,,,,,101.13,159.94,0.48,7742.99,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,4.057,4.766,6.025,9386.23,260608.76,100,100,100,1.968,,0,1560.25,0,258.1,,9479.29,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,4.059,5.018,5.991,12394.86,328263.09,100,100,100,0.445,,0,967.66,,,,,60.88,456.21,0.42,12386.78,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,4.154,4.985,6.061,14399.59,336361.7,100,100,100,1.907,,0,838.27,0,-156.09,,14331.53,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,4.134,4.971,5.958,17731.05,521871.46,100,100,100,1.824,,583.44,3976.72,97.08,97.08,,17828.13,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,4.064,4.596,6.004,29515.41,618930.06,100,100,100,1.94,,398.34,2283.28,269.38,390.47,,29818,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,4.058,5.166,6.031,17874.47,676194.54,100,100,100,1.973,,290.23,6112.93,85.81,97.84,,17967.04,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,4.155,5.109,5.94,34528.94,812348.68,100,100,100,1.785,,0,7529.84,0,188.58,,34629.68,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,4.122,5.119,5.973,33111.66,875656.71,100,100,100,1.852,,0,8448.85,0,-179.78,,33014.78,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,4.263,5.072,6.004,42271.07,920333.42,100,100,100,1.741,,0,7753.26,0,462.72,,42486.21,,,MM,,,,,M,,,,,,,,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,4.06,4.577,5.992,34461.09,923626.86,100,100,100,0.644,,0,4022.62,,,,,0,4141.58,0.47,38314.21,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,4.003,4.99,6.016,38838.34,934314.05,100,100,100,2.012,,0,6809.23,0,639.61,,39151.97,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,3.821,4.497,5.944,54805.95,954547.8,100,100,100,2.123,,0,2992.68,0,1202.13,,55188.88,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,4.2,4.882,6.002,39328.13,1036939.68,100,100,100,1.802,,0,5563.51,0,-213.72,,39247.25,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,3.811,4.504,5.857,51870,1076826.7,100,100,100,2.046,,0,5447.58,0,852.1,,52158.63,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,3.842,4.507,6.076,50327.15,1150345.84,100,100,100,2.234,,775.42,4265.83,775.42,277.47,,50954.3,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,3.864,4.535,5.993,47667.65,1152815.98,100,100,100,2.129,,0,4586.63,0,-259.13,,47585.99,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,3.883,4.487,5.956,56076.49,1203968.64,100,100,100,2.073,,0,4359.29,0,-304.88,,55987.63,,,MM,,,,,M,,,,,,,,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,3.999,4.825,6.006,54851.77,1237118.51,100,100,100,2.007,,0,5515.46,0,-298.03,,54729.1,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-4.d ,1,0.681,0.847,1.401,2713,8781,100,100,100,0.721,,0,0,0,0,,2713,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,0.663,0.801,1.45,25080,44538,100,100,100,0.787,,0,2499,0,2499,,25520,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,0.563,0.866,1.49,39503.05,454450.12,100,100,100,0.192,,0,0,,,,,0,303.81,0.95,48007.83,,,  ,300.9845,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,0.564,0.881,1.49,43039.62,542082.44,100,100,100,0.21,,0,0,,,,,39.88,58.23,0.97,46800.89,,,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,0.639,0.811,1.459,63900,644934,100,100,100,0.82,,3583,0,3583,0,,66733,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,0.56,0.871,1.486,52476.11,665075.12,100,100,100,0.211,,0,2596.14,,,,,92.56,1012.35,1.04,54424.98,,,  ,300.9845,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,0.563,0.868,1.49,35254.79,693038.91,100,100,100,0.328,,0,1418.29,,,,,169.94,634.42,0.97,46471.44,,,  ,272.9924,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,0.563,0.873,1.49,51122.57,793295.18,100,100,100,0.259,,0,0,,,,,49.81,581.38,1,56117.78,,,  ,381.0823,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,0.56,0.858,1.486,48852.65,801383.01,100,100,100,0.357,,0,2939.3,,,,,1667.13,1667.13,0.93,51634.5,,65.07,  ,300.9845,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,0.563,0.858,1.489,48843.41,832553.46,100,100,100,0.367,,0,1591.29,,,,,624.88,624.88,0.86,54148.3,,,  ,300.9845,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_07.d ,1,0.789,0.981,1.398,29910.33,148496.13,100,100,100,0.166,,4608.71,2001.75,,,,,3974.38,1432.63,1.11,36462.82,,,  ,248.9707,,,,,,,,,,,
