D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2306\RC\230619\pyr_0_1.d ,1,4.139,5.9,6.521,332.64,11199.62,100,100,100,0.74,,0,362.1,,,,,60.88,143.66,1.12,410.42,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,4.228,5.771,6.504,266.44,12502.3,100,100,100,0.884,,0,0,,,,,0,32.92,0.96,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,4.136,5.911,6.524,411.06,13539.5,100,100,100,0.582,,0,601.86,,,,,13.34,211.9,1.02,633.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,4.126,5.96,6.508,429.79,13840.75,100,100,100,0.611,,0,748.26,,,,,0,237.81,0.98,304.92,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,4.128,6.174,6.51,297.23,18540.35,100,100,100,1.04,,0,0,,,,,0,68.59,1.57,0,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,4.138,5.997,6.52,337.45,19908.15,100,100,100,1.046,,0,0,,,,,0,118.37,1.61,231.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,4.137,5.488,6.519,394.54,20236.84,100,100,100,0.915,,0,0,,,,,12.56,176.7,0.57,556.79,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,4.125,5.71,6.507,412.89,20677.75,100,100,100,0.886,,0,0,,,,,19.25,69.88,0.75,356.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,4.138,5.778,6.52,450.38,25678.54,100,100,100,0.963,,0,422.04,,,,,15.03,49.18,1.13,334.9,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,4.135,5.466,6.517,490.44,25846.34,100,100,100,0.938,,0,555.8,,,,,0,139.22,0.56,356.92,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,4.125,5.813,6.507,378.62,25966.93,100,100,100,1.002,,0,0,,,,,11.78,125.69,1.13,0,,0.08,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,4.137,5.499,6.519,346.79,29859.23,100,100,100,1.159,,0,0,,,,,0,37.48,0.87,426.11,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_0.d ,1,4.13,6.127,6.512,475.91,32315.75,100,100,100,1.132,,409.01,848.95,,,,,128.66,355.12,1.75,1100.94,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,4.125,5.753,6.507,1710.71,33108.17,100,100,100,0.395,,0,354.66,,,,,45.22,113.91,0.79,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,4.141,5.762,6.523,1866.82,39037.77,100,100,100,0.398,,0,520.08,,,,,5.22,169.41,0.81,1651.17,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_2.d ,1,4.128,5.686,6.51,632.83,41059.42,100,100,100,1.05,,0,555.45,,,,,13.97,168.78,0.75,877.74,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_3.d ,1,4.137,5.84,6.519,669.21,45030.89,100,100,100,1.107,,0,835.36,,,,,25.34,296.02,0.69,715.76,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,4.128,5.739,6.51,1105.96,48033.86,100,100,100,0.754,,0,0,,,,,141.22,269.55,0.66,1109.47,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_2.d ,1,4.135,5.818,6.517,788.88,53248.87,100,100,100,1.103,,0,1116.48,,,,,17.44,308.38,0.77,1561.84,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_1.d ,1,4.138,5.735,6.52,1348.5,73759.86,100,100,100,0.931,,0,983.85,,,,,12.09,365.46,0.74,1333.27,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,4.137,5.604,6.519,1896.19,116747.73,100,100,100,1.045,,277.3,1038.72,,,,,102.88,531.69,0.59,2372.5,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_3.d ,1,4.137,5.569,6.519,2276.41,144813.97,100,100,100,1.06,,0,1368.24,,,,,89.03,514.12,0.7,2585.64,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,4.138,5.469,6.52,2997.36,242222.09,100,100,100,1.347,,240.78,1111.6,,,,,62.81,572.3,0.73,5242.34,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,4.133,5.337,6.515,40164.8,1014982.61,100,100,100,0.445,,254.97,1575.72,,,,,93.84,765.88,0.68,19721.38,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,4.139,5.454,6.521,15093.19,1086482.15,100,100,100,1.2,,0,2139.97,,,,,22.44,800.19,0.9,26834.02,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,4.129,5.123,6.511,20035.75,1128030.2,100,100,100,0.889,,0,2783.91,,,,,102.69,2443.85,0.61,21457.05,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,4.136,5.35,6.518,54643.19,1141368.56,100,100,100,0.385,,0,2210.48,,,,,131.28,1011.2,0.67,23194.85,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,4.133,5.378,6.521,9114.32,1285899.84,100,100,100,2.351,,0,2319.79,,,,,49.66,920.16,0.86,17305.14,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,4.127,4.68,6.509,133917.87,1304284.98,100,100,100,0.162,,352.85,0,,,,,34.44,241.49,0.87,196023.25,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,4.123,5.338,6.505,75591.79,1336140.14,100,100,100,0.47,,251.35,2310.39,,,,,49.13,1266.36,0.66,32595.08,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,4.137,5.336,6.519,71794.07,1350495.07,100,100,100,0.365,,0,2188.27,,,,,132.03,1146.58,0.66,36769.2,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,4.139,5.353,6.521,68246.41,1386255.79,100,100,100,0.378,,0,1937.06,,,,,108.19,1113.11,0.66,25754.85,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,4.123,5.367,6.505,8997.37,1408812.11,100,100,100,2.61,,0,2782.96,,,,,72.91,1196.5,0.86,25465.22,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,4.136,5.322,6.518,71918.89,1417973.6,100,100,100,0.329,,0,2043.75,,,,,111.44,1074.2,0.85,50026.42,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.916,4.62,6.37,327214,1438147,100,100,100,2.454,,0,0,0,0,,327214,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,4.138,5.327,6.52,71399.25,1450271.16,100,100,100,0.339,,383.9,2726,,,,,128.19,1096.15,0.85,39135.7,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,4.032,5.318,6.52,70478.48,1464136.74,100,100,100,0.346,,0,2164.14,,,,,28.03,1134,0.85,50524.57,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,4.137,5.348,6.519,75944.42,1473433.8,100,100,100,0.368,,0,2753.92,,,,,59.25,1086.85,0.67,31498.75,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,4.138,5.297,6.52,63799.25,1477328.92,100,100,100,0.386,,0,2552.25,,,,,81.66,1245.63,0.86,59827.16,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,4.132,5.296,6.514,60588.34,1494989.67,100,100,100,0.411,,272.63,2429.64,,,,,100.13,1196.54,0.84,61875.26,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,4.134,5.305,6.516,71416.08,1536588.9,100,100,100,0.359,,0,2406.02,,,,,146.59,1440.34,0.86,57658.65,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,4.138,5.338,6.52,60645.14,1553466.27,100,100,100,0.427,,0,3851.55,,,,,0,1673.1,0.75,46735.7,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,4.139,5.288,6.521,65559.18,1615309.08,100,100,100,0.411,,0,2415.79,,,,,90.69,1158.15,0.85,74581.86,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,4.136,4.89,6.524,181036.11,1624875.24,100,100,100,0.526,,0,1259.17,,,,,0.97,747.96,0.71,139996.31,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,4.136,5.291,6.518,72245.8,1634150.24,100,100,100,0.377,,0,2221.18,,,,,101.34,1086.33,0.85,72841.22,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,4.128,4.861,6.51,150645.69,1637857.93,100,100,100,0.181,,0,1256.67,,,,,22.72,599.68,0.91,143426.83,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,4.129,5.079,6.511,33869.94,1637908.02,100,100,100,0.806,,0,3470.4,,,,,74.59,2336.91,0.7,39145.34,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,4.129,4.808,6.511,145258.28,1733734.92,100,100,100,0.199,,0,869.82,,,,,23.19,608.34,0.89,222893.8,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,4.134,5.308,6.516,81233.84,1748175.24,100,100,100,0.359,,0,2432.48,,,,,72.5,1545.36,0.86,65932.35,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,4.136,5.305,6.518,82473.16,1804933.54,100,100,100,0.365,,0,3751.57,,,,,94.59,1460.37,0.81,74698.15,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,4.129,5.022,6.511,75502.18,1910865.62,100,100,100,0.422,,0,3048.5,,,,,173.19,2214.73,0.7,60444.52,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,4.129,4.918,6.511,128862.44,1955159.73,100,100,100,0.253,,0,2243.79,,,,,62.13,1276.15,0.79,107458.2,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,4.126,4.878,6.508,225262.8,1964241.32,100,100,100,0.248,,0,891.86,,,,,19.59,918.13,0.65,196546.95,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,4.125,4.871,6.507,205625.21,1984561.33,100,100,100,0.543,,0,1078.39,,,,,18.59,569.29,0.75,183905.14,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,4.137,5.283,6.519,91422.08,2014418.75,100,100,100,0.632,,463.4,3746.44,,,,,140.06,1578.41,0.81,112480.59,,,  ,191.0142,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,4.135,5.277,6.517,90720.53,2021928.32,100,100,100,0.371,,0,3200.42,,,,,91.53,1611.05,0.85,112416.25,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,4.136,4.88,6.524,218122.24,2116854.38,100,100,100,0.646,,0,1465.49,,,,,10.78,662.12,0.83,206509.47,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,4.128,4.883,6.51,104007.11,2157604.45,100,100,100,0.346,,0,2088.08,,,,,10.47,1609.04,0.76,89905.09,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,4.133,5.257,6.515,87576.47,2189206.21,100,100,100,0.417,,326.03,3657.69,,,,,157.91,1712.52,0.84,138887.89,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,4.14,4.708,6.522,195545.29,2195896.57,100,100,100,0.187,,0,969.16,,,,,0,729.84,0.91,344090.38,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,4.135,5.27,6.517,96756.1,2210688.24,100,100,100,0.381,,0,3189.32,,,,,172.66,1475,0.84,142923.98,,,  ,191.0142,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,4.128,4.853,6.51,203548.03,2406674.11,100,100,100,0.573,,0,1862.37,,,,,1.25,896.66,0.86,232518.63,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,4.128,4.847,6.51,193201.93,2465234.19,100,100,100,0.588,,0,2613.94,,,,,0,1694.01,0.89,235439.55,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,4.126,4.987,6.508,81310.79,2511180.87,100,100,100,0.515,,0,3301.96,,,,,110.94,2742.12,0.71,79695.65,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,4.129,4.772,6.511,316573.52,2719959.3,100,100,100,0.143,,0,1662.43,,,,,0,1025.16,0.92,251065.16,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,4.131,4.859,6.513,113193.72,2746743.82,100,100,100,0.404,,0,2014.64,,,,,0,1786.73,0.8,126870.43,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,4.129,4.855,6.511,121113.39,2977592.98,100,100,100,0.41,,0,2158.12,,,,,0,1448.8,0.79,134886.02,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,4.129,4.85,6.511,115326,3018080.34,100,100,100,0.436,,0,1889.93,,,,,27.91,1850.59,0.79,134201.16,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,4.129,5,6.511,138545.23,4221242.45,100,100,100,0.508,,0,4705.38,,,,,0,3532.41,0.72,123568.45,,,  ,426.017,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,4.131,4.962,6.513,148053.08,4676717.03,100,100,100,0.526,,0,4583.93,,,,,42.19,3010.44,0.77,173457.41,,,  ,426.017,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,4.13,4.829,6.512,204473.5,6271310.33,100,100,100,0.511,,0,3806.1,,,,,0,2565.31,0.82,286553.72,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,4.139,4.805,6.521,71.6,3224.03,100,100,100,0.74,,0,0,,,,,43.56,66.37,0.35,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,4.141,4.854,6.523,81.87,10057.5,100,100,100,2.047,,0,0,,,,,31.09,1.91,0.26,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-2.d ,1,4.137,4.871,6.519,465.05,26165.38,100,100,100,0.946,,0,613.06,,,,,155.13,155.13,0.37,0,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,4.139,4.966,6.521,11463.48,284691.22,100,100,100,0.681,,0,950.54,,,,,150.13,230.68,0.64,14647.24,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,4.137,5.012,6.519,26825.38,528011.76,100,100,100,0.617,,0,1345.58,,,,,132.31,386.26,0.58,23759.85,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,4.123,5.239,6.505,19368.49,633178.91,100,100,100,0.706,,0,2555.31,,,,,47.78,1171.62,0.67,29653.46,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,4.138,5.24,6.52,48633.74,845342.7,100,100,100,0.347,,0,2693.57,,,,,0,942.83,0.57,39479.04,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,4.134,5.216,6.516,52890.03,1043396.27,100,100,100,0.57,,0,2354.47,,,,,41.16,1265.21,0.58,39924.3,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,4.137,5.135,6.519,69838.75,1217832.31,100,100,100,0.347,,0,1999.87,,,,,70.34,1142.7,0.52,58005.62,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,4.138,5.05,6.52,34289.2,1252553.71,100,100,100,0.751,,0,4023.63,,,,,92.03,1418.22,0.64,67451.98,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,4.138,5.243,6.52,111127.94,1545261.54,100,100,100,0.232,,246.89,2732.04,,,,,94.44,1219.9,0.8,96769.12,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,4.136,5.062,6.518,175946.51,2186571.06,100,100,100,0.546,,457.2,1889.48,,,,,82.94,643.51,0.88,227420.52,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,4.125,5.086,6.507,267859.33,2364310.9,100,100,100,0.252,,0,2131.97,,,,,11.25,961.02,0.52,245891.47,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,4.133,5.003,6.515,298960.6,2901439.65,100,100,100,0.162,,0,1944.05,,,,,12.75,977.87,0.88,450343.31,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,4.134,4.952,6.516,239346.27,3021513.13,100,100,100,0.558,,219.52,1982.34,,,,,91.13,1032.55,0.89,319352.78,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,4.139,4.82,6.521,305782.8,3764781.82,100,100,100,0.205,,6233.41,3019.02,,,,,4127.69,1380.78,0.84,269825.53,,79.65,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,3.47,4.479,5.904,702649,3829223,100,100,100,2.434,,0,3741,0,3741,,704200,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,4.135,4.906,6.517,358716.69,3897744.79,100,100,100,0.181,,253.31,2923.61,,,,,99.44,1247.37,0.87,372404.5,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,4.137,4.881,6.519,398348.46,4053884.17,100,100,100,0.522,,0,2954.63,,,,,155.53,1295.85,0.64,342862.91,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,3.272,4.541,5.805,422249,4173635,100,100,100,2.533,,0,2520,0,2520,,423512,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,3.806,4.504,6.173,661992,4273241,100,100,100,2.367,,0,2325,0,2325,,662678,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,3.731,4.491,6.026,735101,4431848,100,100,100,2.295,,0,2621,0,2621,,735968,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,3.482,4.513,5.866,681963,4669057,100,100,100,2.384,,0,2463,0,2463,,683028,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,3.373,4.509,6.045,721575,4841656,100,100,100,2.672,,0,3028,0,3028,,722863,,,MM,,,,,M,,,,,,,,,,,
