F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,2.776,4.755,6.723,3046.71,119593.65,100,100,100,3.947,,0,313.65,0,0,,3046.71,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,2.283,4.618,5.989,6449.31,121100.74,100,100,100,0.614,,0,0,,,,,0,188.6,0.51,4939.24,,,  ,850.1202,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_1.d ,1,2.284,4.778,7.174,3025.83,128560.83,100,100,100,4.89,,0,0,0,0,,3025.83,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,2.275,4.608,5.99,6916.47,130185.9,100,100,100,0.615,,0,0,,,,,0,194.73,0.63,5826.7,,,  ,850.1202,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,2.272,4.418,5.977,7681.46,142248.3,100,100,100,0.309,,0,0,,,,,0,147.4,0.89,6358.39,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_3.d ,1,2.599,4.761,6.623,3935.73,142820.71,100,100,100,4.025,,0,281.57,0,44.91,,3959.85,,99.39,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-1x-5.d ,1,2.915,3.986,5.993,8081.39,153266.47,100,100,100,0.476,,0,0,,,,,0,199.11,0.59,8189.71,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,2.284,4.609,5.46,7777.56,153873.23,100,100,100,0.33,,0,449.56,,,,,0,141.44,0.83,6149.25,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\empty_120_2.d ,1,2.555,4.09,7.155,4618.78,154795.39,100,100,100,4.6,,0,0,0,0,,4618.78,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,2.496,4.606,5.46,8083.84,157498.83,100,100,100,0.325,,0,0,,,,,0,125.28,0.87,6211.65,,,  ,850.1202,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,2.284,4.023,5.989,6674.01,158641.65,100,100,100,0.396,,0,1321.52,,,,,8.19,715.22,0.46,9893.56,,,  ,558.0568,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,2.28,4.603,5.667,8721.79,166061.73,100,100,100,0.317,,0,280.41,,,,,0,260.31,0.81,6615.05,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\empty_60_2.d ,1,2.803,4.653,7.303,4208.49,167264.75,100,100,100,4.5,,0,0,0,0,,4208.49,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,2.283,3.997,5.036,12183.04,181222.76,100,100,100,0.248,,0,0,,,,,0,50,0.96,19055.48,,,  ,248.9694,,,,,,,,,,,
F:\2306\RC\230619\empty_120_1.d ,1,2.747,4.653,7.653,4699,182763,100,100,100,4.905,,0,0,0,0,,4699,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,2.275,4.011,5.247,10576.18,182996.32,100,100,100,0.288,,0,0,,,,,9.39,32.66,0.92,18629.81,,,  ,248.9694,,,,,,,,,,,
F:\2306\RC\230619\gly_60_2.d ,1,3.22,4.644,7.238,4634.62,186387.8,100,100,100,4.018,,0,0,0,0,,4634.62,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,2.482,4.62,5.975,10675.51,189871.11,100,100,100,0.623,,0,426.04,,,,,0,225.41,0.64,8461.26,,,  ,850.137,,,,,,,,,,,
F:\2306\RC\230619\empty_60_1.d ,1,2.747,4.669,7.158,5814.31,193191.01,100,100,100,4.411,,0,0,0,0,,5814.31,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,2.281,4.587,5.457,9768.13,194070.27,100,100,100,0.635,,0,0,,,,,7.56,207.19,0.85,8847.1,,,  ,850.1202,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,2.287,4.177,5.992,6172.87,196948.77,100,100,100,0.784,,0,559.88,,,,,11.63,290.06,0.56,6158.22,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,2.286,4.607,5.462,11028.69,198274.9,100,100,100,0.606,,0,355.45,,,,,0,222.64,0.85,9951.86,,,  ,850.137,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,2.287,3.998,4.828,13778.69,201497.75,100,100,100,0.244,,0,223.39,,,,,0,25.91,0.96,17742.22,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,3.487,4.545,6.032,3248.87,202416.67,100,100,100,1.038,,0,0,,,,,0,0,0.71,3391.78,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-1x-4.d ,1,2.921,4,5.991,10570.2,204571.27,100,100,100,0.481,,0,0,,,,,0,545.64,0.53,16561.21,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,2.27,4.602,5.658,11953.75,205830.9,100,100,100,0.287,,0,360.69,,,,,0,187.11,0.88,9517,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\gly_60_1.d ,1,2.848,4.649,7.337,5185.04,213957.03,100,100,100,4.489,,0,0,0,0,,5185.04,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_30_1.d ,1,2.66,4.638,7.137,5255.12,220434.61,100,100,100,4.478,,0,0,0,0,,5255.12,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,2.282,4.592,5.669,10474.69,220824.9,100,100,100,0.351,,0,364.78,,,,,0,188.63,0.84,7941.01,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,2.286,3.998,5.251,15416.59,221942.16,100,100,100,0.24,,0,0,,,,,6.39,53.13,0.96,25446.31,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,2.286,3.997,4.827,15604.62,222660.03,100,100,100,0.238,,0,0,,,,,0,39.5,0.97,23948.37,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,2.288,4,4.829,17377.84,248944.01,100,100,100,0.239,,0,0,,,,,0,71.94,0.96,27013.52,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,2.281,4.59,5.986,13860.19,272181.26,100,100,100,0.636,,0,595.33,,,,,0,471.98,0.84,9725.69,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\ser_60_2.d ,1,2.704,4.649,7.238,5756.57,274513.87,100,100,100,4.533,,0,0,0,0,,5756.57,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_30_2.d ,1,2.672,4.677,7.455,6067.29,288486.44,100,100,100,4.783,,0,0,0,0,,6067.29,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,2.92,4.621,5.461,16464.33,300121.98,100,100,100,0.604,,0,0,,,,,0,264.52,0.91,13881.15,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,2.537,4.1,7.103,11823.53,301236.63,100,100,100,4.566,,0,0,0,0,,11823.53,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,2.283,4.361,5.989,15326.62,316209.55,100,100,100,0.652,,0,0,,,,,9.25,315.07,0.64,15547.91,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,2.283,4.587,5.459,15559.46,318997.84,100,100,100,0.647,,0,0,,,,,0,304.91,0.87,10279.77,,,  ,850.1202,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,2.284,4.604,5.989,17344.18,320574.75,100,100,100,0.308,,0,0,,,,,13.42,400.34,0.82,13767.8,,,  ,850.1202,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,2.285,4.189,5.99,12978.94,338361.78,100,100,100,0.707,,0,1106,,,,,5.53,931.16,0.44,10147.49,,,  ,808.1152,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,2.286,4.597,5.462,17926.46,345857.86,100,100,100,0.322,,0,448.1,,,,,0,198.55,0.86,15032.44,,,  ,424.5639,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-1x-4.d ,1,3.43,3.785,6.84,48032,348563,100,100,100,3.41,,0,1577,0,1577,,48196,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_30_1.d ,1,2.274,4.656,7.189,8826.75,354002.79,100,100,100,4.915,,0,0,0,0,,8826.75,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,2.28,4.345,5.986,17242.44,354840.15,100,100,100,0.65,,0,0,,,,,0,281.47,0.89,19660.22,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,3.489,4.4,6.034,12938.06,357801.17,100,100,100,0.461,,0,0,,,,,0,0,0.79,8133.48,,,  ,248.9707,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,2.509,4.094,7.62,12292.5,373613.86,100,100,100,5.11,,0,0,0,0,,12292.5,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_60_1.d ,1,2.584,4.661,7.622,6996.66,376197.61,100,100,100,5.038,,0,0,0,0,,6996.66,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,2.283,4.598,5.459,17762.79,379986.17,100,100,100,0.357,,0,270.41,,,,,22.22,397.41,0.87,17561.48,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,2.281,4.305,5.986,16445.97,388465.03,100,100,100,0.686,,0,0,,,,,6.72,207.65,0.85,26392.03,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,3.354,4.263,5.871,28473,393747,100,100,100,2.517,,0,0,0,0,,28473,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,2.497,4.306,5.249,14833.48,394742.06,100,100,100,0.732,,0,316.45,,,,,0,332.56,0.85,21506.94,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,2.282,4.349,5.987,17639.15,412281.51,100,100,100,0.681,,0,975.15,,,,,6.16,515.93,0.68,23250.6,,,  ,248.9701,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,2.275,4.233,5.98,15824.37,424188.63,100,100,100,0.447,,0,1089.29,,,,,9.23,687.5,0.66,16038.93,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,3.071,4.578,7.056,6170.54,424441.28,100,100,100,3.984,,0,0,0,0,,6170.54,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,2.277,4.217,5.982,15993.69,427277.01,100,100,100,0.762,,0,0,,,,,0,607.05,0.59,15561.37,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,2.614,4.631,7.003,10944.18,429848.43,100,100,100,4.389,,0,0,0,0,,10944.18,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,3.251,4.249,5.707,36332,430293,100,100,100,2.456,,0,0,0,0,,36332,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,2.496,4.091,7.223,11483.51,436769.26,100,100,100,4.727,,0,0,0,0,,11483.51,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,2.273,4.096,7.022,13670.8,444107.57,100,100,100,4.749,,0,0,0,0,,13670.8,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,2.659,4.099,7.236,12308.46,452626.54,100,100,100,4.578,,489.94,0,0,0,,12308.46,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,2.492,4.115,6.974,14715.89,460190.88,100,100,100,4.483,,0,0,0,0,,14715.89,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,2.287,4.099,7.158,14059.04,462075.76,100,100,100,4.871,,0,0,0,0,,14059.04,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,2.272,4.105,7.004,13158.21,473232.14,100,100,100,4.732,,0,0,0,0,,13158.21,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-1x-3.d ,1,2.92,3.763,6.79,26248.87,487673.89,100,100,100,3.87,,0,2285.64,0,-296.93,,26184.21,,100.25,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,2.851,4.641,7.357,10376.03,494897.43,100,100,100,4.506,,552.67,0,-116.87,0,,10305.58,,100.68,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,2.922,3.993,5.993,22459.44,505130.29,100,100,100,0.557,,0,0,,,,,0,731.69,0.46,23476.31,,,  ,424.558,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,2.284,3.989,5.989,26703.5,513919.75,100,100,100,0.321,,0,0,,,,,9.36,409.96,0.7,18186.64,,,  ,424.558,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,3.456,4.237,5.657,48728,528853,100,100,100,2.201,,0,548,0,548,,48922,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,3.193,4.578,7.156,7803.96,541181.12,100,100,100,3.962,,0,0,0,0,,7803.96,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,2.554,4.105,7.17,14792.23,544868.87,100,100,100,4.616,,0,0,0,0,,14792.23,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,3.532,4.103,7.04,16187.18,545288.27,100,100,100,3.508,,0,0,0,0,,16187.18,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,3.77,4.241,5.571,53249,569533,100,100,100,1.802,,0,314,0,314,,53331,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,3.191,4.105,7.17,13274.92,578467.84,100,100,100,3.979,,0,0,0,0,,13274.92,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,3.605,4.237,5.64,50930,579178,100,100,100,2.035,,0,0,0,0,,50930,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,2.272,4.632,7.088,14026.22,586577.75,100,100,100,4.816,,0,0,0,0,,14026.22,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,2.286,4.572,5.462,27562.53,595648.28,100,100,100,0.36,,0,526.2,,,,,13,511.16,0.84,20572.27,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,2.277,4.202,5.982,25873.32,605179.88,100,100,100,0.724,,0,1028.12,,,,,7.08,740.67,0.63,21782.39,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,2.286,4.576,5.991,28485.18,605568.87,100,100,100,0.354,,0,523.1,,,,,0,672.05,0.82,22983.03,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,2.278,4.202,5.984,26581.69,612478.44,100,100,100,0.844,,0,674.47,,,,,5.44,754.2,0.62,23793.3,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,2.283,4.572,5.459,29365.51,614334.47,100,100,100,0.655,,0,432.67,,,,,15.5,406.03,0.84,22794.26,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,2.694,4.376,5.975,28150.84,619939.49,100,100,100,0.661,,0,0,,,,,0,461.37,0.78,28537.54,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,2.285,4.387,5.99,26444.31,635701.14,100,100,100,0.681,,0,666.86,,,,,7.5,372.49,0.7,27603.75,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,2.283,4.002,5.989,24480.92,637336.83,100,100,100,0.558,,0,1979.91,,,,,6.14,1418.43,0.41,23378.3,,,  ,558.0568,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,2.288,4.642,6.937,15336.46,646516.08,100,100,100,4.649,,0,0,0,0,,15336.46,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,2.284,4.301,7.155,20911.54,648825.08,100,100,100,4.871,,0,0,0,0,,20911.54,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,3.057,4.713,7.053,12948.79,651495.02,100,100,100,3.996,,0,0,0,0,,12948.79,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,2.675,4.625,7.124,15017.35,654391.28,100,100,100,4.45,,0,0,0,0,,15017.35,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,2.717,4.407,7.306,14565.44,656401.49,100,100,100,4.589,,0,0,0,0,,14565.44,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,2.744,4.706,7.039,12114.36,664387.4,100,100,100,4.295,,0,0,0,0,,12114.36,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,2.276,4.642,6.975,15603.17,675890.76,100,100,100,4.699,,0,0,0,0,,15603.17,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,2.276,4.196,5.982,30440.63,689261.34,100,100,100,0.72,,0,857.17,,,,,7.7,735.47,0.64,25865.08,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,2.278,4.638,7.221,14538.76,690170.31,100,100,100,4.943,,0,0,0,0,,14538.76,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,2.791,4.353,7.124,20133.03,697559.33,100,100,100,4.334,,0,0,0,0,,20133.03,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,2.896,4.376,7.291,17495.34,741344.29,100,100,100,4.395,,0,0,0,0,,17495.34,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,3.088,4.634,7.206,15300.05,746419.08,100,100,100,4.118,,0,0,0,0,,15300.05,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_2.d ,1,2.277,4.659,6.97,15744.11,755063.91,100,100,100,4.693,,0,0,0,0,,15744.11,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,2.703,3.989,5.985,43332.68,756406.73,100,100,100,0.291,,0,0,,,,,0,842.64,0.71,30082.01,,,  ,424.558,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,2.919,3.992,5.989,43913.02,759317.83,100,100,100,0.288,,0,1475.8,,,,,0,805.64,0.72,32565,,,  ,424.558,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,2.82,4.36,7.303,17022.83,798246.65,100,100,100,4.484,,0,0,0,0,,17022.83,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,2.82,4.664,7.053,17641.99,846253.53,100,100,100,4.234,,0,0,0,0,,17641.99,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,2.822,4.673,7.106,17337.95,849075.38,100,100,100,4.284,,918.58,0,-388.23,0,,17117.42,,101.29,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,2.287,4.005,4.828,56984.43,852891.58,100,100,100,0.85,,0,611.16,,,,,5.58,584.67,0.9,86920.27,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,3.785,4.245,5.57,85084,900743,100,100,100,1.785,,0,0,0,0,,85084,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,2.285,4.396,5.673,52331.47,924511.96,100,100,100,0.602,,0,980.37,,,,,21.7,711.95,0.92,56496.41,,,  ,248.9701,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,2.834,4.286,7.124,18740.79,944417.98,100,100,100,4.289,,0,0,0,0,,18740.79,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,3.222,4.369,7.39,23413.92,967193.5,100,100,100,4.168,,0,0,0,0,,23413.92,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,2.698,4.061,5.258,42933.64,1000240.62,100,100,100,0.388,,0,924.79,,,,,0,872.12,0.88,70198.2,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,3.297,4.245,5.57,97635,1023961,100,100,100,2.273,,0,277,0,277,,97751,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,3.044,4.722,7.139,14600.08,1032761.52,100,100,100,4.095,,0,0,0,0,,14600.08,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,3.16,4.644,7.039,20934.18,1059252.15,100,100,100,3.879,,0,0,0,0,,20934.18,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,3.119,3.911,5.475,118659,1069450,100,100,100,2.356,,0,0,0,0,,118659,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,2.826,4.359,6.036,39436.05,1093186.36,100,100,100,0.462,,0,0,,,,,0,0,0.79,35739.77,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,2.283,3.968,5.988,44454.3,1140803.09,100,100,100,0.581,,0,0,,,,,16.61,1723.19,0.45,47255.21,,,  ,424.558,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,2.278,4.162,5.03,67077.13,1143623.01,100,100,100,0.594,,0,1032,,,,,0,602.58,1.01,75204.54,,,  ,78.9593,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,2.286,4.357,5.673,58498.89,1146545.83,100,100,100,0.641,,0,877.25,,,,,15.83,268.5,0.92,82258.07,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,3.491,4.355,6.037,39794.76,1148829.77,100,100,100,0.481,,0,0,,,,,0,0,0.77,33508.08,,,  ,248.9707,,,,,,,,,,,
