D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,4.138,5.298,6.52,196898.81,2445254.61,100,100,100,0.207,,0,1472.42,,,,,0,823.13,0.9,206867.08,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,4.139,4.918,6.521,251692.26,3285218.73,100,100,100,0.599,,0,1070.17,,,,,11.09,555.01,0.82,244661.47,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,4.137,5.274,6.519,253786.04,3452285.52,100,100,100,0.227,,0,2259.94,,,,,31.72,754.1,0.92,250848.39,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,4.135,5.287,6.517,261108.68,3508201.52,100,100,100,0.224,,0,2075.35,,,,,0,932.16,0.94,258173.02,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,4.132,4.938,6.52,251819.14,3674576.43,100,100,100,0.591,,0,1504.93,,,,,33.78,567.21,0.85,270979.06,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-4.d ,1,4.547,4.828,5.487,154.77,331.13,100,100,100,0.036,,0,0,,,,,80.13,92.57,-0.41,315.18,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,4.546,4.976,5.512,86615.37,713913.12,100,100,100,0.137,,0,2692.99,,,,,132.75,2517.46,0.64,81551.82,,,  ,191.0196,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,4.55,4.959,5.49,145466.41,1006120.31,100,100,100,0.115,,0,2994.26,,,,,66.75,3202.21,0.69,136372.72,,,  ,505.9921,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,4.546,4.98,5.512,190039.05,1149748.94,100,100,100,0.101,,265.56,3009.45,,,,,60.88,2905.04,0.74,166108.25,,,  ,426.0183,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,4.546,4.946,5.512,175336.41,1440681.48,100,100,100,0.137,,552.61,5660.68,,,,,196.25,4678.6,0.67,164428.72,,,  ,505.9921,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,4.543,4.969,5.509,134632.5,1450672.95,100,100,100,0.18,,233.53,7221.26,,,,,99.63,6521.9,0.58,133725.52,,36.18,  ,505.9921,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,4.546,4.956,5.512,177347.56,1471601.01,100,100,100,0.138,,0,5910.02,,,,,140.38,5209.44,0.63,153752.69,,,  ,505.9921,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,4.547,4.961,5.513,229744.32,1671066.59,100,100,100,0.121,,0,3252.64,,,,,288.13,3591.01,0.77,264270.47,,,  ,505.9921,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,4.543,4.957,5.509,245730.65,1777458.79,100,100,100,0.121,,512.96,3921.94,,,,,293.25,3711.67,0.77,279684.38,,,  ,505.9921,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,4.547,4.947,5.513,312545.36,2035767.35,100,100,100,0.257,,491.8,5178.58,,,,,176.25,4559.46,0.72,285814.84,,,  ,505.9921,,,,,,,,,,,
