F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2306\RC\230619\pyr_240_2.d ,1,3.703,4.622,5.98,215.95,2952.89,100,100,100,0.48,,0,0,,,,,0,0,1.2,486.1,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,3.705,4.383,5.981,213.11,3324.88,100,100,100,0.26,,0,0,,,,,0,0,0.8,200.01,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_07.d ,1,3.985,4.78,6.032,3553.2,45290.82,100,100,100,0.553,,0,0,,,,,0,0,1,4107.89,,,  ,766.1149,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,3.703,4.464,5.979,2258.74,48667.83,100,100,100,0.359,,0,0,,,,,0,0,0.84,3235.66,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.712,4.453,5.994,3684.03,58657.04,100,100,100,0.435,,0,0,,,,,0,0,1.02,1424.06,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,3.706,4.521,5.982,4378.67,60293.23,100,100,100,0.434,,0,0,,,,,0,55.25,0.67,0,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_07.d ,1,3.659,4.741,6.039,4545.59,60373.94,100,100,100,0.428,,0,0,,,,,25.03,0,19.8,360.8,,,  ,248.9707,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.703,4.466,5.979,2745.19,60685.82,100,100,100,0.368,,0,0,,,,,0,0,0.74,3781.11,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,3.625,4.489,5.176,9818,65925,100,100,100,1.551,,0,654,0,202,,9931,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,3.706,4.517,5.982,5098.73,66523.9,100,100,100,0.217,,0,0,,,,,0,64.5,0.82,501.82,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,3.696,4.039,5.197,9756,76178,100,100,100,1.501,,0,318,0,-99,,9733,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,3.706,4.516,5.982,5620.58,80241.97,100,100,100,0.437,,0,227.03,,,,,0,103.96,0.72,555.24,,,  ,403.5533,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,3.711,4.455,5.993,4315.43,80656.49,100,100,100,0.584,,0,0,,,,,0,0,0.9,1246.14,,,  ,78.9593,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,3.703,4.501,5.979,4753.59,82379.09,100,100,100,0.289,,0,0,,,,,0,0,0.82,11823,,,  ,246.0622,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,3.704,4.514,5.98,7258.34,84335.11,100,100,100,0.194,,0,0,,,,,0,64.38,0.97,1521.99,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,3.611,4.454,5.993,4841.54,85327,100,100,100,0.631,,0,0,,,,,0,5.93,0.98,1459,,,  ,78.9593,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,3.706,4.514,5.982,7750.59,88337.33,100,100,100,0.19,,0,377.13,,,,,0,70.76,0.96,523.63,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,3.703,4.502,5.979,6219.1,88791.34,100,100,100,0.238,,0,0,,,,,0,77.75,0.79,355.02,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,3.706,4.533,5.982,8294.99,90819.8,100,100,100,0.434,,0,460.94,,,,,0,123.84,0.91,5791.26,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,3.706,4.532,5.982,8338.87,91640.36,100,100,100,0.183,,0,242.46,,,,,0,81.69,0.89,6553.74,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,3.704,4.569,5.488,17360,95878,100,100,100,1.784,,0,2313,0,538,,17620,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,3.704,4.5,5.98,5526.23,97484.74,100,100,100,0.294,,0,0,,,,,0,0,0.76,14638.01,,,  ,246.0622,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,3.701,4.465,5.977,3688.48,98087.24,100,100,100,0.68,,0,0,,,,,0,25.53,0.77,2799.36,,,  ,78.9593,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.707,4.51,5.984,8953,105353.09,100,100,100,0.196,,0,308.29,,,,,0,107.32,0.92,1223.11,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.704,4.475,5.98,4503.91,111391.45,100,100,100,0.412,,0,0,,,,,0,0,0.79,9970.45,,,  ,246.0622,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,3.705,4.464,5.982,4322.93,111652.28,100,100,100,0.43,,0,0,,,,,0,0,0.73,2001.84,,,  ,565.045,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,3.706,4.509,5.982,9341.64,155441.43,100,100,100,0.529,,0,438.26,,,,,0,490.78,0.25,1407.03,,,  ,403.5533,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,3.707,4.438,5.021,5826.73,210346.28,100,100,100,0.602,,0,0,,,,,0,20.53,1,10113.75,,0.09,  ,403.5533,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_3.d ,1,3.608,4.457,5.99,33804.32,212605.01,100,100,100,0.512,,0,0,,,,,12.13,12.22,1.03,33332.81,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_2.d ,1,4.326,4.431,4.648,76173,219424,100,100,100,0.322,,0,0,0,0,,76173,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,3.704,4.341,5.98,34578.54,220395.99,100,100,100,0.442,,0,0,,,,,13.34,0,0.97,75099.81,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,3.704,4.341,5.98,34477.24,220710.56,100,100,100,0.229,,0,0,,,,,0,0,0.92,65592.94,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,3.702,4.339,5.978,38092.54,240651.13,100,100,100,0.226,,0,0,,,,,15.13,15.03,0.95,84813.48,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,3.703,4.34,5.979,39060.3,250667.84,100,100,100,0.226,,0,0,,,,,0,6.63,0.92,83391.64,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,3.607,4.245,5.989,28538.08,258167.31,100,100,100,0.151,,0,0,,,,,0,0,1,51695.29,,,  ,662.0931,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_1.d ,1,3.821,4.458,5.991,40970.84,258224.88,100,100,100,0.399,,0,0,,,,,0,0,0.97,49825.23,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,3.704,4.341,5.503,41216.52,264652.51,100,100,100,0.539,,0,0,,,,,12.03,0,0.99,93476.84,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,3.653,4.432,6.032,40291.7,273272.73,100,100,100,0.113,,0,0,,,,,0,0,0.99,103170.87,,,  ,248.9707,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,3.538,4.336,5.328,96454,273882,100,100,100,1.789,,0,0,0,0,,96454,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_3.d ,1,3.608,4.456,5.99,44250.67,283291.06,100,100,100,0.441,,0,0,,,,,0,0,0.98,35078.05,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.702,4.34,5.608,45428.58,289628.87,100,100,100,0.226,,0,0,,,,,24.47,0,0.95,89007.52,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.455,4.341,5.228,103701,290516,100,100,100,1.773,,0,0,0,0,,103701,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,3.607,4.237,5.989,39262.46,347686.84,100,100,100,0.148,,0,211.04,,,,,18.88,63.94,1.05,66031.09,,,  ,662.0931,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,3.608,4.456,5.99,60906.71,386083.69,100,100,100,0.515,,0,0,,,,,0,0,0.98,50197.51,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,3.703,4.342,5.503,64365.07,416138.97,100,100,100,0.21,,0,0,,,,,0,0.91,0.92,142107.84,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,3.701,4.34,5.326,64454.14,417400.59,100,100,100,0.108,,0,0,,,,,14.03,0,0.99,138843.8,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,3.707,4.343,5.983,72587.11,465560.91,100,100,100,0.556,,0,473.6,,,,,17.09,81.65,1.01,141019.05,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,3.255,3.914,5.029,113502,469557,100,100,100,1.774,,0,0,0,0,,113502,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,3.599,4.342,5.981,73706.08,472488.51,100,100,100,0.228,,0,0,,,,,27.84,31.75,0.96,150257.44,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,3.495,3.811,5.058,70499,520816,100,100,100,1.563,,0,0,0,0,,70499,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,3.233,3.826,5.051,156509,767543,100,100,100,1.818,,0,0,0,0,,156509,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,3.657,4.434,6.037,290891.77,1870477.21,100,100,100,0.107,,0,0,,,,,9.75,0,0.99,672839.94,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,3.654,4.431,6.033,320477.99,2071444.44,100,100,100,0.108,,0,0,,,,,10.53,0,0.99,820888.5,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,3.609,4.456,5.991,342889.75,2122233.92,100,100,100,0.575,,0,288.03,,,,,0,25.78,0.99,310381.25,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,3.769,4.435,6.038,340970.72,2177777.03,100,100,100,0.106,,0,0,,,,,0,0,1,670759.69,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,3.655,4.431,6.034,345502.75,2214653.57,100,100,100,0.107,,0,0,,,,,14.59,0,0.99,836928,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,3.875,4.431,6.033,352350.89,2280142.2,100,100,100,0.108,,0,0,,,,,18.93,0,1,839521.56,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,3.658,4.434,6.037,358591.25,2289457.27,100,100,100,0.106,,0,0,,,,,0,0,1,641921.13,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,3.653,4.429,6.032,364721.96,2335645.73,100,100,100,0.107,,0,0,,,,,0,0,1,874333.81,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,2.992,3.918,5.11,335847,2337347,100,100,100,2.118,,0,296,0,296,,335976,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,3.656,4.433,6.036,368601.65,2356064.09,100,100,100,0.107,,0,0,,,,,12.91,0,1,851652.69,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,3.652,4.428,6.031,374672.55,2391482.94,100,100,100,0.106,,0,0,,,,,10.25,0,1,869082.19,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,3.656,4.432,6.035,376163.22,2406182.14,100,100,100,0.107,,0,0,,,,,37.19,0,1,825388.75,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,3.659,4.435,6.039,378821.13,2418849.91,100,100,100,0.106,,227.02,0,,,,,34,0,1,702835.06,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,3.656,4.432,6.035,395769.54,2530817.48,100,100,100,0.107,,0,0,,,,,11.78,0,1,853905.81,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,3.651,4.428,6.03,426441.58,2748875.91,100,100,100,0.107,,0,0,,,,,10.91,0,1,1134520.13,,,  ,664.1127,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,3.82,4.441,5.99,547290.15,4509295.82,100,100,100,0.507,,0,0,,,,,0,39.69,1.2,661231.69,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.607,4.443,5.989,647195.89,5063414.26,100,100,100,0.501,,0,322.05,,,,,0,77.59,1.19,633007.69,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,3.607,4.443,5.989,741172.4,5817258.47,100,100,100,0.503,,0,274.43,,,,,0,88.38,1.19,662749.06,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,3.606,4.149,5.988,1069072.55,8195634.14,100,100,100,0.128,,0,0,,,,,18.41,117.24,0.98,2482974.75,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,3.715,4.445,5.991,1333429.93,9987574.39,100,100,100,0.501,,0,299.83,,,,,0,92.6,1.21,878205.5,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,3.608,4.159,5.99,1264994.09,10814279.72,100,100,100,0.142,,0,0,,,,,16.78,137.23,0.98,2508522.5,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,3.565,4.164,5.711,2709694,11229305,100,100,100,2.145,,0,0,0,0,,2709694,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,3.609,4.444,5.991,1530230.63,11636422.2,100,100,100,0.499,,0,203.23,,,,,9.59,103.57,1.22,942403.56,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,3.606,4.447,5.988,1666061.99,11703419.22,100,100,100,0.495,,0,256.36,,,,,11.97,153.88,1.12,924188.69,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,3.608,4.154,5.99,1529314.06,12253394.43,100,100,100,0.134,,0,603.61,,,,,11.13,428.75,0.98,2864626,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,3.607,4.243,5.989,1803389.39,12405278.45,100,100,100,0.515,,0,0,,,,,0,368.19,0.96,1689385.75,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,3.701,4.258,5.977,1450438.81,13406596.2,100,100,100,0.154,,0,433.29,,,,,0,509.83,0.98,3105083.75,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,3.709,4.452,5.986,2147244.7,13513324.03,100,100,100,0.492,,0,583.76,,,,,11.09,188.35,0.97,2162097.75,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,3.712,4.443,5.988,1892707.67,14056062.94,100,100,100,0.503,,0,0,,,,,0,103.59,1.18,1165447.63,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,3.711,4.158,5.987,1596168.74,14118823.34,100,100,100,0.147,,0,534,,,,,418.5,418.5,0.98,3258520.75,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,3.71,4.235,5.986,1896656.78,14134913.8,100,100,100,0.511,,0,0,,,,,385.25,385.25,1.04,1650486.5,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,3.709,4.448,5.985,2245011.96,14736969.52,100,100,100,0.489,,0,0,,,,,0,156.27,1.01,1176837.25,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,3.337,3.808,4.779,5244173,14744715,100,100,100,1.441,,0,479,0,479,,5244330,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,3.71,4.173,5.986,1428924.18,14752386.89,100,100,100,0.172,,0,544.08,,,,,512.75,512.75,0.99,3248260.25,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,3.711,4.446,5.987,2263712.88,15827672.34,100,100,100,0.492,,0,293.76,,,,,0.13,215.22,1.12,1294356.13,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,3.607,4.453,5.989,2439241.24,15865151.27,100,100,100,0.494,,0,320.13,,,,,12.16,185.16,1.01,1421200.38,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,3.609,4.453,5.991,2433997.51,16192806.72,100,100,100,0.496,,0,378.67,,,,,23.19,185.27,1.03,1771606.5,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,3.71,4.447,5.986,2367355.61,16283416.99,100,100,100,0.492,,0,404.78,,,,,0,202.05,1.06,1446084.75,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,3.606,4.443,5.988,2215538.91,16542451.98,100,100,100,0.503,,0,0,,,,,0,253.52,1.19,1446443.5,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,2.975,3.846,4.81,5437536,16566808,100,100,100,1.835,,0,863,0,863,,5437945,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,3.609,4.454,5.991,2537922.49,16633050.36,100,100,100,0.492,,0,388.44,,,,,11.97,225.35,1.02,1476763.75,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,3.607,4.454,5.989,2665865.26,17019771,100,100,100,0.481,,0,211.49,,,,,11.38,161.6,0.97,2217771,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,3.608,4.454,5.99,2726804.61,17682330.04,100,100,100,0.484,,0,390.25,,,,,11.44,207.49,0.99,1932504.75,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,3.609,4.177,5.991,1730817.78,17871063.67,100,100,100,0.172,,0,333.51,,,,,0,417.81,0.98,4765725,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,3.013,3.856,4.959,5633578,18030615,100,100,100,1.946,,0,1380,0,1380,,5634176,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,3.609,4.176,5.991,1801787.86,18188764.69,100,100,100,0.168,,0,473.01,,,,,0,452.78,0.99,5186771.5,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,3.61,4.457,5.992,2817246.53,18297543.74,100,100,100,0.496,,0,0,,,,,0,294.95,0.98,2143618.75,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,3.087,3.836,4.867,5760805,18628087,100,100,100,1.779,,0,1527,0,1527,,5761447,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,3.71,4.445,5.986,2647072.55,18632578.78,100,100,100,0.491,,0,288.18,,,,,0,259.16,1.11,1729666.13,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,3.699,4.444,5.975,3023489.03,19352221.59,100,100,100,0.215,,0,427.3,,,,,0,318.59,0.95,4072506.75,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,3.715,4.455,5.992,2988378.31,19722621.88,100,100,100,0.482,,0,520.47,,,,,0,300.45,1.01,2098734.5,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,3.708,4.452,5.99,3097009.3,19853672,100,100,100,0.481,,0,567,,,,,0,240.2,0.97,3122146,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,3.607,4.454,5.989,3057903.84,19927050.75,100,100,100,0.484,,0,420.3,,,,,0,273.97,0.99,2468776,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,3.077,3.881,4.818,5659260,20296005,100,100,100,1.741,,0,592,0,592,,5659533,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,3.699,4.444,5.975,3206050.01,20452478.48,100,100,100,0.217,,0,0,,,,,16.22,318.93,0.96,4765745,,,  ,664.1185,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,2.734,3.865,5.068,5775837,20778886,100,100,100,2.334,,0,1304,0,1304,,5776469,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,3.044,3.881,4.768,5721914,20968328,100,100,100,1.724,,0,536,0,536,,5722174,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,3.407,3.872,4.881,5825423,21300798,100,100,100,1.475,,0,654,0,654,,5825630,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,3.608,4.145,5.99,3087214.88,21427718.5,100,100,100,0.116,,0,456,,,,,0,461.13,0.99,5911873.5,,,  ,664.1038,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,2.977,3.875,5.128,5847156,21577862,100,100,100,2.151,,0,446,0,446,,5847342,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,2.975,3.828,4.981,6245313,22259858,100,100,100,2.007,,0,1313,0,1313,,6245872,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,2.946,3.877,4.936,6003220,22827542,100,100,100,1.99,,0,244,0,244,,6003335,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,3.132,3.875,4.696,6036329,23102763,100,100,100,1.563,,0,528,0,528,,6036580,,,MM,,,,,M,,,,,,,,,,,
