F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,3.818,4.634,5.512,2370.09,48089.4,100,100,100,0.635,,0,0,,,,,0,0,0.87,0,,,  ,850.1202,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,3.174,4.691,5.98,1747.29,49966.21,100,100,100,0.716,,0,424.15,,,,,22.03,201.37,0.51,2360.07,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,3.603,4.671,5.985,1936.71,54683.19,100,100,100,0.512,,0,0,,,,,0,286.39,0.8,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,3.172,4.41,5.289,2424.32,58917.58,100,100,100,0.657,,0,0,,,,,0,0,1.05,3402.3,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,3.602,4.59,5.99,3962.73,59153.95,100,100,100,0.339,,0,0,,,,,0,22.19,0.59,2930.05,,,  ,424.5639,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_07.d ,1,3.542,4.406,6.032,2175.71,59165.72,100,100,100,0.691,,0,0,,,,,0,0,0.66,3044.39,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,3.184,4.582,5.619,4233.48,64691.75,100,100,100,0.582,,0,0,,,,,19.59,0,0.81,2965.66,,,  ,424.5639,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_07.d ,1,3.217,4.422,6.039,2078.07,66406.02,100,100,100,0.713,,0,0,,,,,0,0,0.58,1664.51,,,  ,248.9707,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,3.177,4.935,5.982,1112.37,67024.26,100,100,100,0.935,,0,1252.09,,,,,35.69,918.62,0.78,1691.07,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,3.183,4.018,5.989,1489.41,69947.53,100,100,100,0.811,,0,0,,,,,0,273.19,0.51,0,,,  ,558.0568,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,3.819,4.587,5.99,4392.35,72379.45,100,100,100,0.58,,0,0,,,,,0,0,0.79,2883.79,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,3.174,4.746,5.979,1794.97,77756.82,100,100,100,0.907,,0,0,,,,,35,412.69,0.56,2168.37,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,3.815,4.581,5.985,4404.82,78163.28,100,100,100,0.598,,0,0,,,,,0,27.3,0.82,3172.47,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,3.185,4.657,5.99,2848.47,79131.03,100,100,100,0.733,,0,1226.77,,,,,0,473.38,0.71,2394.37,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,3.17,4.663,5.976,2479.61,85558.66,100,100,100,0.803,,0,0,,,,,0,473.13,0.64,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,3.186,4.135,5.992,3366.56,88296.08,100,100,100,0.646,,476.48,0,,,,,52.56,15.13,0.8,5003.43,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,3.805,4.597,5.975,6085.42,89894.24,100,100,100,0.324,,0,0,,,,,0,57.81,0.53,5494.92,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,3.71,4.572,5.986,4909.95,90835.44,100,100,100,0.599,,0,0,,,,,0,22.03,0.8,0,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,3.169,4.55,5.975,2194.65,91278.07,100,100,100,0.789,,0,0,,,,,197.97,422.36,0.52,3001.07,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,3.181,4.575,5.987,4811.57,94204.17,100,100,100,0.617,,0,0,,,,,0,45.18,0.79,0,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,3.173,4.656,5.978,2849.12,94827.09,100,100,100,0.855,,0,1319.18,,,,,0,501.32,0.55,3768.63,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,3.61,4.592,5.992,5297.88,95086.76,100,100,100,0.6,,0,0,,,,,0,8.44,0.79,5464.89,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,3.177,4.876,5.982,1223.42,95936.39,100,100,100,1.154,,0,1310.37,,,,,48.38,1242.62,0.78,2302.25,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,3.542,4.51,6.032,1649.98,98870.22,100,100,100,1.152,,0,0,,,,,0,0,0.58,1520.41,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,3.382,4.584,5.975,7144.35,102136.24,100,100,100,0.572,,0,0,,,,,0,29.16,0.87,4571.13,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,3.177,4.034,5.99,9644.68,104820.07,100,100,100,0.467,,0,0,,,,,0,22.25,0.7,6562.58,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,3.187,3.985,4.934,7015.56,105048.23,100,100,100,0.25,,0,0,,,,,25.53,0,1,11505.82,,,  ,248.9694,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,3.171,4.573,5.977,2225.78,105623.54,100,100,100,0.745,,0,1484.53,,,,,0,341.81,0.71,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,3.183,4.014,5.294,8756.46,106679.66,100,100,100,0.483,,0,0,,,,,0,0,0.92,9060.48,,,  ,248.9694,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,3.29,4.633,5.99,3424.54,110989.44,100,100,100,0.669,,0,0,,,,,0,292.34,0.6,3570.69,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,3.178,4.449,5.983,2390.06,116052.73,100,100,100,0.782,,0,0,,,,,1355.03,1355.03,0.64,4523.35,,,  ,403.5533,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,3.82,4.602,5.991,8421.85,128371.14,100,100,100,0.554,,0,364.98,,,,,0,138.47,0.93,7290.97,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,3.186,4.004,4.926,10219.66,130451.62,100,100,100,0.213,,0,0,,,,,0,0,1.01,13413.36,,,  ,248.9694,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,3.176,4.812,5.982,3185.78,130908.24,100,100,100,0.881,,0,2530.84,,,,,62,2835.36,0.44,5209.82,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,3.186,4.006,4.986,10475.64,133010.09,100,100,100,0.519,,0,0,,,,,0,0,1.15,12175.01,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,3.18,4.576,5.933,8016.07,133671.89,100,100,100,0.607,,0,0,,,,,0,42.44,0.83,5367.26,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,3.172,4.484,5.978,2138.37,134806.86,100,100,100,0.967,,0,0,,,,,0,358.16,0.56,4935.48,,0.3,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,3.173,4.703,5.979,1975.88,138476.3,100,100,100,1.191,,0,1090.52,,,,,0,797.48,0.87,0,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,3.28,4.517,5.98,1975.7,146861.12,100,100,100,1.095,,0,0,,,,,0,407.94,0.59,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,3.393,4.474,5.993,2795.86,147132.54,100,100,100,0.904,,0,0,,,,,0,105.69,0.51,5160.01,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_2.d ,1,3.174,4.717,5.98,3089.22,147820.37,100,100,100,0.955,,0,1336.08,,,,,0,1375.5,0.48,4641.5,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,3.188,4.009,5.364,11190.6,147969.96,100,100,100,0.491,,0,0,,,,,4.59,0,0.98,12110.2,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,3.18,4.336,5.331,7664.43,153033.55,100,100,100,0.631,,0,0,,,,,13.16,0,0.93,10739.38,,,  ,248.9701,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,3.185,4.567,5.991,2798.17,153063.29,100,100,100,0.878,,0,0,,,,,47.03,658.56,0.49,3467.42,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,3.607,4.588,5.513,8787.87,156540.67,100,100,100,0.625,,0,0,,,,,0,14.44,0.87,0,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,3.394,4.57,5.988,8642.27,156587.92,100,100,100,0.648,,0,0,,,,,0,150.38,0.86,6709.2,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,3.183,4.348,5.989,9187.5,156737.93,100,100,100,0.621,,0,0,,,,,53.06,26.59,0.91,8852.65,,,  ,248.9701,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,3.184,4.461,5.989,2551.8,157053.82,100,100,100,0.954,,0,0,,,,,0,575.64,0.6,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,3.715,4.578,5.991,9670.94,157413.91,100,100,100,0.569,,0,0,,,,,0,28.62,0.91,7048.98,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,3.176,4.736,5.982,2952.13,160901.94,100,100,100,1.063,,0,1018.93,,,,,48.69,763.48,0.79,3472.44,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,3.186,4.573,5.991,3063.78,163608.93,100,100,100,0.981,,0,912.76,,,,,40.16,216.73,0.58,3599.09,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,3.181,4.293,5.322,9950.29,170636.93,100,100,100,0.591,,0,0,,,,,29.53,0,0.93,13510.65,,,  ,248.9701,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,3.171,4.661,5.977,6050.95,173622.76,100,100,100,0.538,,0,1659.43,,,,,42.28,1202.76,0.53,7255.9,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,3.503,4.48,5.99,4565.7,179196.66,100,100,100,0.654,,0,763.47,,,,,0,485.09,0.6,6585.11,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,3.175,4.212,5.98,5637.46,181579.24,100,100,100,0.824,,0,0,,,,,0,305.61,0.65,0,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,3.182,4.447,5.987,4042.42,186859.87,100,100,100,0.809,,0,0,,,,,0,175.1,0.49,8328.8,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,3.177,4.507,5.983,4265.7,187382.71,100,100,100,0.972,,0,0,,,,,0,439.69,0.61,6127.56,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,3.182,4.585,5.568,9915.53,188943.43,100,100,100,0.318,,0,358,,,,,0,87.88,0.84,7216.08,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,3.184,4.548,5.99,2535.97,190140.07,100,100,100,1.134,,0,1217.4,,,,,0,288.43,0.58,3331.23,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,3.598,4.495,5.98,5116.17,192216.63,100,100,100,0.926,,0,472.86,,,,,0,492.66,0.48,5600.89,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,3.212,4.35,6.034,9003.74,192250.83,100,100,100,0.356,,0,0,,,,,0,0,0.79,12191.63,,,  ,248.9707,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,3.17,4.509,5.975,3757.6,193238.03,100,100,100,1.068,,0,1397.01,,,,,0,262.79,0.6,4393.24,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,3.179,4.513,5.984,2904.57,194138.86,100,100,100,1.081,,0,0,,,,,40.13,361.41,0.56,6836,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,3.543,4.366,6.033,8409.97,196477.6,100,100,100,0.431,,0,0,,,,,0,0,0.67,10379.8,,,  ,248.9707,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,3.171,4.519,5.976,4143.72,199900.16,100,100,100,0.804,,0,0,,,,,39.53,664.37,0.73,5497.85,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,3.177,4.19,5.982,6460.55,200871.52,100,100,100,0.821,,0,0,,,,,23.75,214.43,0.65,9225.29,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,3.185,4.158,5.99,9543.67,201452.19,100,100,100,0.658,,837.03,750.94,,,,,115.09,343.75,0.62,8939.99,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,3.185,4.309,5.408,9957.78,205293.66,100,100,100,0.678,,0,0,,,,,0,0,1.12,10536.93,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,3.182,4.327,5.987,12618.26,208775.45,100,100,100,0.571,,0,0,,,,,22.81,0,1.1,15450.06,,,  ,248.9701,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,3.173,4.465,5.979,6093.92,210198.61,100,100,100,0.621,,0,0,,,,,78.47,342.98,0.52,7617.79,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,3.54,4.343,6.03,9718.2,212350.11,100,100,100,0.692,,0,0,,,,,0,0,0.66,8960.09,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,3.187,3.948,5.993,15398.36,212694.46,100,100,100,0.394,,0,0,,,,,0,419.77,0.4,15386.73,,,  ,424.558,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,3.184,3.945,5.407,20091.85,226034.73,100,100,100,0.282,,0,0,,,,,0,170.28,0.45,16903.92,,,  ,424.558,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,3.174,4.604,5.98,6883.61,237643.02,100,100,100,0.85,,0,1183.05,,,,,0,887.54,0.61,5391.55,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,3.177,4.18,5.982,14955.54,275956.33,100,100,100,0.367,,0,0,,,,,6.22,342.81,0.68,12704.16,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,3.545,4.331,6.035,13129.08,281403.62,100,100,100,0.649,,0,0,,,,,0,0,0.71,12294.84,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,3.398,4.553,5.991,14888.35,285092.65,100,100,100,0.665,,0,0,,,,,0,90.88,0.83,10058.45,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,3.545,4.323,6.035,12845.52,285811.12,100,100,100,0.68,,0,0,,,,,0,0,0.69,10694.59,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,3.183,3.948,5.989,16279.03,288637.66,100,100,100,0.444,,0,1086.88,,,,,0,604.75,0.41,16213.52,,,  ,424.558,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,3.549,4.328,6.039,13208.68,291807.25,100,100,100,0.678,,0,0,,,,,0,0,0.63,9564.52,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,3.186,4.561,5.515,15652,296320.01,100,100,100,0.316,,0,0,,,,,0,86.88,0.87,11403.67,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,3.184,3.949,5.989,27167.62,298850.14,100,100,100,0.37,,0,968.94,,,,,0,494.34,0.6,0,,,  ,424.558,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,3.171,4.516,5.976,5297.89,301571.52,100,100,100,0.938,,0,2301.06,,,,,0,986.63,0.55,8179.53,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,3.183,4.555,5.935,15863.79,303384.42,100,100,100,0.319,,0,0,,,,,0,48.69,0.85,11712.13,,,  ,248.9699,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.178,4.173,5.984,16594.93,305142.94,100,100,100,0.64,,0,0,,,,,19.44,257.75,0.71,15393.74,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,3.18,3.939,5.985,30256.23,312488.87,100,100,100,0.356,,0,1042.19,,,,,0,548.97,0.54,20703.43,,,  ,424.558,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,3.17,4.35,5.975,18523.86,319079.42,100,100,100,0.578,,0,0,,,,,0,0,0.92,18103.89,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,3.185,4.362,5.99,17967.18,323607.21,100,100,100,0.589,,0,0,,,,,0,0,0.86,19106.4,,,  ,248.9701,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,3.172,4.473,5.978,9087.17,330781.69,100,100,100,0.607,,0,1951.69,,,,,0,593,0.7,9353.9,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,3.175,4.65,5.98,8728.85,345964.7,100,100,100,0.672,,0,1314,,,,,121.03,1517.62,0.61,10027.68,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,3.173,4.569,5.979,7283.93,356156.7,100,100,100,0.815,,0,1778.04,,,,,194.16,1702.66,0.67,7385.58,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,3.176,4.168,5.982,19136.42,356700.15,100,100,100,0.72,,0,414.67,,,,,1.91,206.76,0.71,17267.69,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,3.174,4.667,5.979,8936.7,362993.37,100,100,100,0.92,,0,2233.1,,,,,83.03,1732.9,0.53,12535.04,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,3.183,3.959,5.989,31788.45,382285.64,100,100,100,0.368,,0,713.63,,,,,0,295.97,0.41,30965.97,,,  ,424.558,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,3.174,4.468,5.98,11226.47,390485.98,100,100,100,0.58,,0,1414.15,,,,,42.53,1229.79,0.71,11304.15,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,3.185,4.451,5.99,7757.71,406827.64,100,100,100,1.089,,0,2110.52,,,,,0,1193.19,0.54,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,3.215,4.321,6.037,18672.64,436707.2,100,100,100,0.684,,0,0,,,,,0,0,0.71,14554.5,,,  ,248.9707,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,3.186,4.464,5.991,12423.48,448413.03,100,100,100,0.87,,0,2996.48,,,,,458.13,2182.56,0.74,20679.16,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,3.185,4.538,5.99,7927.68,449955.17,100,100,100,1.06,,0,1412.57,,,,,101.34,1693.34,0.59,8782.77,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,3.209,4.317,6.031,23527.94,504476.7,100,100,100,0.64,,0,0,,,,,0,0,0.71,19685.79,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,3.185,4.364,5.356,38867.76,509203.32,100,100,100,0.218,,0,0,,,,,0,0,0.93,37777.07,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,3.187,4.013,4.88,37179.55,510830.02,100,100,100,0.229,,0,439.62,,,,,0,25.44,0.95,44028.84,,,  ,248.9694,,,,,,,,,,,
