Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000099823.1,2.3.1.61,Escherichia coli,R72,Dihydrolipoyllysine-residue succinyltransferase,R02570,MRL,C00091; C15973,C00010; C16254,Km_C00010: 0.029741414; Km_C16254: 0.014438955; Km_C00091: 0.025520761; Km_C15973: 0.011323265,Kcat_F: 1.310404403; Kcat_R: 1.2367148335,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 1
WP_000099823.1,2.3.1.61,Escherichia coli,R73,Dihydrolipoyllysine-residue succinyltransferase,R01933,MRL,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.0277845; Km_C00011: 0.328845918; Km_C00080: 0.236688018; Km_C00527: 0.025667293; Km_C00003: 0.054326154; Km_C00010: 0.029741414; Km_C00322: 0.083035164,Kcat_F: 0.925789301; Kcat_R: 0.8828594493333334,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 553075.811271694
WP_000099823.1,2.3.1.61,Escherichia coli,R74,Dihydrolipoyllysine-residue succinyltransferase,R02571,MRL,C00527; C15973,C00010; C06157,Km_C00010: 0.029741414; Km_C06157: 0.022243990666666668; Km_C00527: 0.025667293; Km_C15973: 0.011323265,Kcat_F: 1.298461157; Kcat_R: 0.985192858,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 1
WP_000099823.1,2.3.1.61,Escherichia coli,R75,Dihydrolipoyllysine-residue succinyltransferase,R08549,MRL,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.0277845; Km_C00011: 0.328845918; Km_C00080: 0.236688018; Km_C00091: 0.025520761; Km_C00003: 0.054326154; Km_C00010: 0.029741414; Km_C00026: 0.172540799,Kcat_F: 0.9191576843333334; Kcat_R: 0.8908216133333333,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 88228.45482994754
WP_001265681.1,4.1.1.49,Escherichia coli,R76,Phosphoenolpyruvate carboxykinase (atp),R00341,MRL,C00002; C00036,C00008; C00011; C00074,Km_C00008: 0.087266445; Km_C00011: 5.647358418; Km_C00074: 2.1575; Km_C00002: 0.061518487; Km_C00036: 0.67,Kcat_F: 5.82892086; Kcat_R: 4.168236641,C00008;C00011;C00036;C00002;C00074,C00011_KI: 5.647358418;C00036_KI: 0.513840139;C00002_KI: 0.061518487;C00008_KI: 0.087266445;C00074_KI: 0.426584542,Keq: 0.013703140825955655
WP_000066639.1,4.2.1.2,Escherichia coli,R79,Fumarate hydratase,R01082,MRL,C00149,C00001; C00122,Km_C00001: 6.656438828; Km_C00122: 0.910608768; Km_C00149: 1.7,Kcat_F: 55.60223539; Kcat_R: 2921.884996635,C00149;C00001;C00122,C00122_KI: 0.910608768;C00001_KI: 6.656438828;C00149_KI: 1.095330358,Keq: 0.25101855338099716
WP_001005579.1,4.1.1.31,Escherichia coli,R110,Phosphoenolpyruvate carboxylase,R00345,MRL,C00009; C00036,C00001; C00011; C00074,Km_C00001: 0.812425554; Km_C00011: 1.559197068; Km_C00074: 0.19; Km_C00009: 1.123651147; Km_C00036: 0.484438777,Kcat_F: 1.9991497465; Kcat_R: 182.13826616166668,C13563;C00008;C00011;C00001;C00036;C00149;C00158;C00044;C16433;C00002;C00049;C00009;C00074,C00074_KI: 0.505822182;C00008_KI: 0.061705783;C13563_KI: 0.7032153944545455;C00009_KI: 1.123651147;C00036_KI: 0.484438777;C00002_KI: 0.063583925;C00044_KI: 0.068974599;C00149_KI: 0.898081243;C00158_KI: 0.988170266;C00049_KI: 1.169318795;C16433_KI: 0.7032153944545455;C00001_KI: 0.812425554;C00011_KI: 1.559197068,Keq: 8.730133459842129e-08
WP_000034372.1,4.1.2.13,Escherichia coli,R116,Fructose-bisphosphate aldolase,R01068,MRL,C00354,C00111; C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.7595076315,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.703975959054509e-05
WP_000034372.1,4.1.2.13,Escherichia coli,R117,Fructose-bisphosphate aldolase,R01070,MRL,C05378,C00111; C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C05378: 0.103718825,Kcat_F: 0.439722953; Kcat_R: 3.7595076315,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 0.00013655148818834327
WP_000034372.1,4.1.2.13,Escherichia coli,R118,Fructose-bisphosphate aldolase,R01829,MRL,C00447,C00111; C00279,Km_C00111: 0.219039723; Km_C00279: 0.159231856; Km_C00447: 0.078385606,Kcat_F: 2.649514207; Kcat_R: 2.9558872515,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 0.00020935268260097612
WP_000034372.1,4.1.2.13,Escherichia coli,R119,Fructose-bisphosphate aldolase,R02568,MRL,C01094,C00111; C00577,Km_C00111: 0.219039723; Km_C00577: 1.749873877; Km_C01094: 0.699701726,Kcat_F: 0.462073109; Kcat_R: 3.55576296,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.493038158429194e-06
WP_000091148.1,2.7.1.40,Escherichia coli,R130,Pyruvate kinase,R00200,MRL,C00002; C00022,C00008; C00074,Km_C00008: 0.051032659; Km_C00074: 0.144000247; Km_C00002: 0.044206705; Km_C00022: 0.87643075,Kcat_F: 10.6279720875; Kcat_R: 7.9375634995,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.102500437533981e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R131,Pyruvate kinase,R00430,MRL,C00022; C00044,C00035; C00074,Km_C00035: 0.031300213; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00044: 0.055115532,Kcat_F: 6.149742624; Kcat_R: 3.753631475,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 1.3977566189344776e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R132,Pyruvate kinase,R00572,MRL,C00022; C00063,C00074; C00112,Km_C00074: 0.144000247; Km_C00112: 0.036078647; Km_C00022: 0.87643075; Km_C00063: 0.066866696,Kcat_F: 8.4072842075; Kcat_R: 9.3889003745,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.548142427643802e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R133,Pyruvate kinase,R00659,MRL,C00022; C00075,C00015; C00074,Km_C00015: 0.152999684; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00075: 0.223727554,Kcat_F: 6.6693660065; Kcat_R: 5.188231512,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 3.4618394465876975e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R134,Pyruvate kinase,R00724,MRL,C00022; C00081,C00074; C00104,Km_C00074: 0.144000247; Km_C00104: 0.055906694; Km_C00022: 0.87643075; Km_C00081: 0.071252503,Kcat_F: 8.4022360785; Kcat_R: 8.0710157245,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 6.947629964764243e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R135,Pyruvate kinase,R01138,MRL,C00022; C00131,C00074; C00206,Km_C00074: 0.144000247; Km_C00206: 0.018646972; Km_C00022: 0.87643075; Km_C00131: 0.016942503,Kcat_F: 6.3872338345; Kcat_R: 4.48425701,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 0.00010749507802838257
WP_000091148.1,2.7.1.40,Escherichia coli,R136,Pyruvate kinase,R01858,MRL,C00022; C00286,C00074; C00361,Km_C00074: 0.144000247; Km_C00361: 0.019646076; Km_C00022: 0.87643075; Km_C00286: 0.020049427,Kcat_F: 5.8438467575; Kcat_R: 2.8184920695000004,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 8.377368619650722e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R137,Pyruvate kinase,R02320,MRL,C00022; C00201,C00074; C00454,Km_C00074: 0.144000247; Km_C00454: 0.5102154985; Km_C00022: 0.87643075; Km_C00201: 0.5102154985,Kcat_F: 11.49611796; Kcat_R: 5.425748579,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 1
WP_000086722.1,2.3.1.8,Escherichia coli,R138,Phosphate acetyltransferase,R00230,MRL,C00009; C00024,C00010; C00227,Km_C00010: 0.067; Km_C00227: 0.9; Km_C00009: 0.737116456; Km_C00024: 0.045,Kcat_F: 129.904416; Kcat_R: 195.3815149,C00022;C00100;C00008;C01478;C00227;C00004;C00059;C00024;C00010;C00005;C00002;C02876;C11215;C00009;C00074,C00002_KI: 0.036567155;C00008_KI: 0.056197777;C00010_KI: 0.037211694;C00074_KI: 0.147454277;C00005_KI: 0.014817288;C00100_KI: 0.032027643;C02876_KI: 0.271658391;C00004_KI: 0.024499679;C01478_KI: 0.575060606;C00009_KI: 0.737116456;C11215_KI: 0.20915413278571426;C00227_KI: 0.287804723;C00022_KI: 0.35437724;C00059_KI: 0.321515918;C00024_KI: 0.031849012,Keq: 0.03018794532971716
WP_000086722.1,2.3.1.8,Escherichia coli,R139,Phosphate acetyltransferase,R00921,MRL,C00009; C00100,C00010; C02876,Km_C00010: 0.067; Km_C02876: 0.271658391; Km_C00009: 0.737116456; Km_C00100: 0.032027643,Kcat_F: 168.99879090000002; Kcat_R: 139.66950745,C00022;C00100;C00008;C01478;C00227;C00004;C00059;C00024;C00010;C00005;C00002;C02876;C11215;C00009;C00074,C00002_KI: 0.036567155;C00008_KI: 0.056197777;C00010_KI: 0.037211694;C00074_KI: 0.147454277;C00005_KI: 0.014817288;C00100_KI: 0.032027643;C02876_KI: 0.271658391;C00004_KI: 0.024499679;C01478_KI: 0.575060606;C00009_KI: 0.737116456;C11215_KI: 0.20915413278571426;C00227_KI: 0.287804723;C00022_KI: 0.35437724;C00059_KI: 0.321515918;C00024_KI: 0.031849012,Keq: 0.00023954653771310122
WP_000342648.1,1.1.1.40,Escherichia coli,R207,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00216,MRL,C00006; C00149,C00005; C00011; C00022; C00080,Km_C00005: 0.033877365; Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00080: 8.466877937; Km_C00006: 0.0415; Km_C00149: 3.41,Kcat_F: 48.624275915; Kcat_R: 112.87186270000001,C00006;C00122;C00022;C00004;C00011;C00036;C00024;C00575;C00149;C00005;C00080,C00149_KI: 1.17190659;C00006_KI: 0.067438193;C00575_KI: 0.043186046;C00080_KI: 8.466877937;C00004_KI: 0.04608649;C00005_KI: 0.033877365;C00122_KI: 0.928631544;C00024_KI: 0.063460633;C00011_KI: 3.163388014;C00036_KI: 0.527139127;C00022_KI: 1.306477547,Keq: 0.007547267415633792
WP_000342648.1,1.1.1.40,Escherichia coli,R208,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00217,MRL,C00036,C00011; C00022,Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00036: 0.527139127,Kcat_F: 318.2635949; Kcat_R: 116.97114325000001,C00006;C00122;C00022;C00004;C00011;C00036;C00024;C00575;C00149;C00005;C00080,C00149_KI: 1.17190659;C00006_KI: 0.067438193;C00575_KI: 0.043186046;C00080_KI: 8.466877937;C00004_KI: 0.04608649;C00005_KI: 0.033877365;C00122_KI: 0.928631544;C00024_KI: 0.063460633;C00011_KI: 3.163388014;C00036_KI: 0.527139127;C00022_KI: 1.306477547,Keq: 334.01924106052337
WP_000078239.1,6.2.1.1,Escherichia coli,R210,Acetate-coa ligase,R00235,MRL,C00002; C00010; C00033,C00013; C00020; C00024,Km_C00013: 0.13318713; Km_C00020: 0.053331587; Km_C00024: 0.055413216; Km_C00002: 0.05487762; Km_C00010: 0.077155121; Km_C00033: 2.543298721,Kcat_F: 4.182973017; Kcat_R: 3.076708990333333,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 27.390597980701735
WP_000078239.1,6.2.1.1,Escherichia coli,R211,Acetate-coa ligase,R00236,MRL,C00010; C05993,C00020; C00024,Km_C00020: 0.053331587; Km_C00024: 0.055413216; Km_C00010: 0.077155121; Km_C05993: 0.045171168,Kcat_F: 5.9861884414999995; Kcat_R: 4.5128109405,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1
WP_000078239.1,6.2.1.1,Escherichia coli,R212,Acetate-coa ligase,R00316,MRL,C00002; C00033,C00013; C05993,Km_C00013: 0.13318713; Km_C05993: 0.045171168; Km_C00002: 0.05487762; Km_C00033: 2.543298721,Kcat_F: 3.271660328; Kcat_R: 3.085641789,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1
WP_000078239.1,6.2.1.1,Escherichia coli,R213,Acetate-coa ligase,R00925,MRL,C00002; C00010; C00163,C00013; C00020; C00100,Km_C00013: 0.13318713; Km_C00020: 0.053331587; Km_C00100: 0.054458927; Km_C00002: 0.05487762; Km_C00010: 0.077155121; Km_C00163: 1.640108466,Kcat_F: 4.2899591280000005; Kcat_R: 3.1908125446666666,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1.5879081427165866
WP_000078239.1,6.2.1.1,Escherichia coli,R214,Acetate-coa ligase,R00926,MRL,C00010; C05983,C00020; C00100,Km_C00020: 0.053331587; Km_C00100: 0.054458927; Km_C00010: 0.077155121; Km_C05983: 0.041168746,Kcat_F: 5.265324134; Kcat_R: 4.683966271999999,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 2.1981344087781163e-06
WP_000078239.1,6.2.1.1,Escherichia coli,R215,Acetate-coa ligase,R01354,MRL,C00002; C00163,C00013; C05983,Km_C00013: 0.13318713; Km_C05983: 0.041168746; Km_C00002: 0.05487762; Km_C00163: 1.640108466,Kcat_F: 3.4321394945; Kcat_R: 2.3647774815,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 722389.0115068445
WP_001216325.1,5.3.1.1,Escherichia coli,R217,Triose-phosphate isomerase,R01015,MRL,C00118,C00111,Km_C00111: 0.518174112; Km_C00118: 0.976029575,Kcat_F: 1022.557862; Kcat_R: 166.9168823,C01478;C00111;C01172;C00158;C18713;C11215;C01159;C00042;C00118;C00988;C00002;C00127;C00631;C05345;C00074;C00197,C00042_KI: 0.843583286;C05345_KI: 1.265808582;C00118_KI: 0.976029575;C01172_KI: 1.299474835;C00158_KI: 0.747540236;C00127_KI: 0.090061627;C01159_KI: 0.462811947;C00988_KI: 0.458868831;C00111_KI: 0.518174112;C00002_KI: 0.092769779;C11215_KI: 0.7434423843333333;C00631_KI: 0.332032174;C01478_KI: 2.075099945;C18713_KI: 1.387103319;C00197_KI: 0.394266218;C00074_KI: 0.208011299,Keq: 9.654158192504244
