Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
WP_000886683.1,6.1.1.11,Escherichia coli,R26,Serine-trna ligase,R08218,MRL,C00002; C00065; C16636,C00013; C00020; C06481,Km_C00013: 0.00750173; Km_C00020: 0.001468161; Km_C06481: 0.006093850600000001; Km_C00002: 0.001039614; Km_C00065: 0.017359411; Km_C16636: 0.003100337,Kcat_F: 32.97343452666667; Kcat_R: 49.234747755,C00020;C06481;C01650;C00013;C00065;C02553;C16636;C00002,C02553_KI: 0.006093850600000001;C06481_KI: 0.006093850600000001;C00020_KI: 0.001468161;C00013_KI: 0.00750173;C16636_KI: 0.003100337;C00065_KI: 0.017359411;C00002_KI: 0.001039614;C01650_KI: 0.006093850600000001
WP_001157886.1,6.1.1.4,Escherichia coli,R27,Leucine-trna ligase,R03657,MRL,C00002; C00123; C01645,C00013; C00020; C02047,Km_C00013: 0.073589049; Km_C00020: 0.062845066; Km_C02047: 1650.00105; Km_C00002: 0.054785959; Km_C00123: 0.017924244; Km_C01645: 0.055,Kcat_F: 2.696553133; Kcat_R: 4.024251986666667,C00123;C00020;C00013;C01645;C02047;C00002,C02047_KI: 0.052286079500000006;C00013_KI: 0.073589049;C00002_KI: 0.054785959;C00020_KI: 0.062845066;C00123_KI: 0.017924244;C01645_KI: 0.052286079500000006
WP_000695655.1,6.1.1.17,Escherichia coli,R28,Glutamate-trna ligase,R05578,MRL,C00002; C00025; C01641,C00013; C00020; C02987,Km_C00013: 0.216984406; Km_C00020: 0.036403723; Km_C02987: 0.0895724528; Km_C00002: 0.051829793; Km_C00025: 0.142224342; Km_C01641: 0.00042,Kcat_F: 9.4960731375; Kcat_R: 3.489937588666667,C01641;C00020;C02987;C00013;C00025;C00002,C02987_KI: 0.111860566;C00020_KI: 0.036403723;C01641_KI: 0.111860566;C00013_KI: 0.216984406;C00025_KI: 0.142224342;C00002_KI: 0.051829793
WP_001291772.1,6.1.1.14,Escherichia coli,R29,Glycine-trna ligase,R03654,MRL,C00002; C00037; C01642,C00013; C00020; C02412,Km_C00013: 0.058370113; Km_C00020: 0.016059648; Km_C02412: 0.0406831582; Km_C00002: 0.017320372; Km_C00037: 0.109865658; Km_C01642: 0.0018,Kcat_F: 7.7915478485000005; Kcat_R: 6.477863011,C00020;C02412;C01642;C00037;C00013;C00002,C00037_KI: 0.109865658;C01642_KI: 0.050403947750000004;C00002_KI: 0.017320372;C02412_KI: 0.050403947750000004;C00013_KI: 0.058370113;C00020_KI: 0.016059648
WP_000416403.1,6.1.1.9,Escherichia coli,R30,Valine-trna ligase,R03665,MRL,C00002; C00183; C01653,C00013; C00020; C02554,Km_C00013: 0.202436924; Km_C00020: 0.166665509; Km_C02554: 0.1329046838; Km_C00002: 0.198360145; Km_C00183: 0.096970841; Km_C01653: 9e-05,Kcat_F: 12.250992328; Kcat_R: 3.506267026,C00183;C01653;C02554;C00020;C00013;C00002,C00020_KI: 0.166665509;C00013_KI: 0.202436924;C00183_KI: 0.096970841;C00002_KI: 0.198360145;C01653_KI: 0.16610835475;C02554_KI: 0.16610835475
WP_000117881.1,6.1.1.22,Escherichia coli,R31,Asparagine-trna ligase,R03648,MRL,C00002; C00152; C01637,C00013; C00020; C03402,Km_C00013: 0.10072536; Km_C00020: 0.038245004; Km_C03402: 0.06428387125000001; Km_C00002: 0.04164549; Km_C00152: 0.076519631; Km_C01637: 0.06428387125000001,Kcat_F: 2.3635754395; Kcat_R: 1.2751226974999998,C00020;C03402;C01637;C00013;C00152;C00002,C00013_KI: 0.10072536;C00020_KI: 0.038245004;C01637_KI: 0.06428387125;C00152_KI: 0.076519631;C03402_KI: 0.06428387125;C00002_KI: 0.04164549
WP_001144202.1,6.1.1.3,Escherichia coli,R32,Threonine-trna ligase,R03663,MRL,C00002; C00188; C01651,C00013; C00020; C02992,Km_C00013: 0.136936635; Km_C00020: 0.025268234; Km_C02992: 0.06833203299999999; Km_C00002: 0.046611827; Km_C00188: 0.132813469; Km_C01651: 3e-05,Kcat_F: 28.958055132222217; Kcat_R: 85.070744195,C00002;C00020;C02992;C00013;C01651;C00188,C00013_KI: 0.136936635;C01651_KI: 0.08540754125;C00188_KI: 0.132813469;C00020_KI: 0.025268234;C00002_KI: 0.046611827;C02992_KI: 0.08540754125
WP_001107167.1,6.1.1.21,Escherichia coli,R33,Histidine-trna ligase,R03655,MRL,C00002; C00135; C01643,C00013; C00020; C02988,Km_C00013: 0.137552559; Km_C00020: 0.03928145; Km_C02988: 0.0645243734; Km_C00002: 0.071193345; Km_C00135: 0.073634513; Km_C01643: 0.00096,Kcat_F: 1.29821343; Kcat_R: 1.650474209,C00020;C00135;C02988;C01643;C00013;C00002,C00002_KI: 0.071193345;C00020_KI: 0.03928145;C01643_KI: 0.08041546675;C00135_KI: 0.073634513;C02988_KI: 0.08041546675;C00013_KI: 0.137552559
WP_001300978.1,6.1.1.10,Escherichia coli,R34,Methionine-trna ligase,R03659,MRL,C00002; C00073; C01647,C00013; C00020; C02430,Km_C00013: 0.179405659; Km_C00020: 0.049729425; Km_C02430: 10.093594786199999; Km_C00002: 0.085898831; Km_C00073: 0.147100016; Km_C01647: 50.00584,Kcat_F: 7.6416249; Kcat_R: 4.5975401445,C00020;C01647;C00073;C05335;C05336;C00013;C02430;C00002,C00073_KI: 0.147100016;C01647_KI: 0.1465278302;C00013_KI: 0.179405659;C00002_KI: 0.085898831;C00020_KI: 0.049729425;C05336_KI: 0.1465278302;C02430_KI: 0.1465278302;C05335_KI: 0.27050522
WP_001300978.1,6.1.1.10,Escherichia coli,R35,Methionine-trna ligase,R04773,MRL,C00002; C01647; C05335,C00013; C00020; C05336,Km_C00013: 0.179405659; Km_C00020: 0.049729425; Km_C05336: 10.118275827; Km_C00002: 0.085898831; Km_C01647: 50.00584; Km_C05335: 0.27050522,Kcat_F: 6.259115753333333; Kcat_R: 4.5975401445,C00020;C01647;C00073;C05335;C05336;C00013;C02430;C00002,C00073_KI: 0.147100016;C01647_KI: 0.1465278302;C00013_KI: 0.179405659;C00002_KI: 0.085898831;C00020_KI: 0.049729425;C05336_KI: 0.1465278302;C02430_KI: 0.1465278302;C05335_KI: 0.27050522
WP_000003071.1,6.1.1.6,Escherichia coli,R37,Lysine-trna ligase,R03658,MRL,C00002; C00047; C01646,C00013; C00020; C01931,Km_C00013: 0.061598036; Km_C00020: 0.022625865; Km_C01931: 0.0243029012; Km_C00002: 0.021407852; Km_C00047: 0.011582753; Km_C01646: 0.0043,Kcat_F: 21.763511073333333; Kcat_R: 33.43177057666667,C00020;C01646;C00047;C00013;C01931;C00002,C00013_KI: 0.061598036;C01931_KI: 0.0293036265;C00002_KI: 0.021407852;C00047_KI: 0.011582753;C00020_KI: 0.022625865;C01646_KI: 0.0293036265
WP_001301026.1,6.1.1.1,Escherichia coli,R38,Tyrosine-trna ligase,R02918,MRL,C00002; C00082; C00787,C00013; C00020; C02839,Km_C00013: 0.228255823; Km_C00020: 0.04558317; Km_C02839: 0.0002; Km_C00002: 0.067798696; Km_C00082: 0.034101155; Km_C00787: 0.018,Kcat_F: 2.2713980033333336; Kcat_R: 1.7989505475,C00082;C02839;C00020;C00787;C00013;C00002,C00787_KI: 0.093934711;C00013_KI: 0.228255823;C00082_KI: 0.034101155;C00020_KI: 0.04558317;C00002_KI: 0.067798696;C02839_KI: 0.093934711
WP_001287154.1,6.1.1.18,Escherichia coli,R39,Glutamine-trna ligase,R03652,MRL,C00002; C00064; C01640,C00013; C00020; C02282,Km_C00013: 0.28708294; Km_C00020: 0.102748483; Km_C02282: 0.1772695792; Km_C00002: 0.123729959; Km_C00064: 0.217777014; Km_C01640: 0.1550095,Kcat_F: 3.3090430936666664; Kcat_R: 1.781011244,C00064;C00020;C02282;C00013;C01640;C00002,C00064_KI: 0.217777014;C00013_KI: 0.28708294;C00002_KI: 0.123729959;C01640_KI: 0.18283459900000004;C00020_KI: 0.102748483;C02282_KI: 0.18283459900000004
WP_001025322.1,6.1.1.19,Escherichia coli,R40,Arginine-trna ligase,R03646,MRL,C00002; C00062; C01636,C00013; C00020; C02163,Km_C00013: 0.0993158; Km_C00020: 0.08540345; Km_C02163: 0.086818227; Km_C00002: 0.148291394; Km_C00062: 0.098885491; Km_C01636: 0.0021950000000000003,Kcat_F: 3.4511322386666663; Kcat_R: 2.1367699195000003,C02163;C00020;C01636;C00062;C00013;C00002,C01636_KI: 0.10797403375;C00020_KI: 0.08540345;C00013_KI: 0.0993158;C02163_KI: 0.10797403375;C00062_KI: 0.098885491;C00002_KI: 0.148291394
WP_000165552.1,6.1.1.2,Escherichia coli,R42,Tryptophan-trna ligase,R03664,MRL,C00002; C00078; C01652,C00013; C00020; C03512,Km_C00013: 0.136781156; Km_C00020: 0.058931675; Km_C03512: 0.0578675728; Km_C00002: 0.063056268; Km_C00078: 0.029948765; Km_C01652: 0.00062,Kcat_F: 33.58905062666667; Kcat_R: 29.134439466,C00078;C00020;C03512;C01652;C00013;C00002,C00002_KI: 0.063056268;C00020_KI: 0.058931675;C00013_KI: 0.136781156;C01652_KI: 0.072179466;C00078_KI: 0.029948765;C03512_KI: 0.072179466
WP_000912345.1,6.1.1.16,Escherichia coli,R43,Cysteine-trna ligase,R03650,MRL,C00002; C00097; C01639,C00013; C00020; C03125,Km_C00013: 0.07970883; Km_C00020: 0.024324605; Km_C03125: 0.032692794854545446; Km_C00002: 0.038747367; Km_C00097: 0.012880445; Km_C01639: 0.007802727272727273,Kcat_F: 0.9302717523333334; Kcat_R: 0.4245691145,C00020;C00097;C01639;C03125;C00013;C00002,C00002_KI: 0.038747367;C00013_KI: 0.07970883;C03125_KI: 0.038915311749999994;C00097_KI: 0.012880445;C01639_KI: 0.038915311749999994;C00020_KI: 0.024324605
