Label,EC,Type,StartingConc,Conc,Mechanisms,Parameters,Species,Relative
C00033,,Metabolite,0.001,,,,,v277
C01613,,Metabolite,0.001,,,,,v278
C00399,,Metabolite,0.001,,,,,v279
C03419,,Metabolite,0.001,,,,,v280
C00361,,Metabolite,0.001,,,,,v281
C00155,,Metabolite,0.001,,,,,v283
C00141,,Metabolite,0.001,,,,,v284
C03741,,Metabolite,0.001,,,,,v285
C00068,,Metabolite,0.001,,,,,v286
C05759,,Metabolite,0.001,,,,,v287
C15585,,Metabolite,0.001,,,,,v288
C16698,,Metabolite,0.001,,,,,v289
C04631,,Metabolite,0.001,,,,,v290
C19586,,Metabolite,0.001,,,,,v291
C06055,,Metabolite,0.001,,,,,v292
C05762,,Metabolite,0.001,,,,,v293
C16615,,Metabolite,0.001,,,,,v294
C00037,,Metabolite,0.001,,,,,v295
C14864,,Metabolite,0.001,,,,,v296
C04144,,Metabolite,0.001,,,,,v297
C01217,,Metabolite,0.001,,,,,v298
C06790,,Metabolite,0.001,,,,,v299
C04688,,Metabolite,0.001,,,,,v300
C00455,,Metabolite,0.001,,,,,v301
C04751,,Metabolite,0.001,,,,,v302
C02739,,Metabolite,0.001,,,,,v303
C00059,,Metabolite,0.001,,,,,v305
C05400,,Metabolite,0.001,,,,,v306
C05691,,Metabolite,0.001,,,,,v307
C16618,,Metabolite,0.001,,,,,v308
C03794,,Metabolite,0.001,,,,,v309
C00322,,Metabolite,0.001,,,,,v310
C03508,,Metabolite,0.001,,,,,v312
C15586,,Metabolite,0.001,,,,,v313
C14858,,Metabolite,0.001,,,,,v315
C00579,,Metabolite,0.001,,,,,v316
C04640,,Metabolite,0.001,,,,,v317
C07490,,Metabolite,0.001,,,,,v318
C05764,,Metabolite,0.001,,,,,v319
C00170,,Metabolite,0.001,,,,,v320
C00742,,Metabolite,0.001,,,,,v321
C03785,,Metabolite,0.001,,,,,v322
C14851,,Metabolite,0.001,,,,,v323
C16254,,Metabolite,0.001,,,,,v324
C00091,,Metabolite,0.23,,,,,v325
C00005,,Metabolite,0.12,,,,,v326
C00163,,Metabolite,0.001,,,,,v327
C00106,,Metabolite,0.001,,,,,v328
C05404,,Metabolite,0.001,,,,,v329
C03356,,Metabolite,0.001,,,,,v330
C00672,,Metabolite,0.001,,,,,v331
C00522,,Metabolite,0.001,,,,,v333
C00718,,Metabolite,0.001,,,,,v335
C00270,,Metabolite,0.001,,,,,v336
C00655,,Metabolite,0.001,,,,,v337
C00003,,Metabolite,0.001,,,,,v338
C20679,,Metabolite,0.001,,,,,v339
C02218,,Metabolite,0.001,,,,,v340
C02353,,Metabolite,0.001,,,,,v341
C00736,,Metabolite,0.001,,,,,v343
C00015,,Metabolite,0.001,,,,,v344
C00665,,Metabolite,0.001,,,,,v345
C00010,,Metabolite,1.4,,,,,v346
C04618,,Metabolite,0.001,,,,,v347
C16155,,Metabolite,0.001,,,,,v348
C00085,,Metabolite,0.001,,,,,v349
C05381,,Metabolite,0.001,,,,,v350
C01157,,Metabolite,0.001,,,,,v351
C15547,,Metabolite,0.001,,,,,v352
C00192,,Metabolite,0.001,,,,,v353
C00458,,Metabolite,0.001,,,,,v355
C00342,,Metabolite,0.001,,,,,v357
C13378,,Metabolite,0.001,,,,,v358
C00036,,Metabolite,0.0011,,,,,v359
C04376,,Metabolite,0.001,,,,,v360
C15998,,Metabolite,0.001,,,,,v361
C00250,,Metabolite,0.001,,,,,v362
C02086,,Metabolite,0.001,,,,,v364
C00197,,Metabolite,1.5,,,,,v365
C00279,,Metabolite,0.0011,,,,,v366
C06054,,Metabolite,0.001,,,,,v367
C02575,,Metabolite,0.001,,,,,v368
C14859,,Metabolite,0.001,,,,,v369
C05922,,Metabolite,0.001,,,,,v370
C04620,,Metabolite,0.001,,,,,v371
C05753,,Metabolite,0.001,,,,,v372
C06006,,Metabolite,0.001,,,,,v373
C15556,,Metabolite,0.001,,,,,v374
C14863,,Metabolite,0.001,,,,,v375
C00884,,Metabolite,0.001,,,,,v376
C18713,,Metabolite,0.001,,,,,v377
C05756,,Metabolite,0.001,,,,,v378
C01177,,Metabolite,0.001,,,,,v379
C01103,,Metabolite,0.001,,,,,v380
C00137,,Metabolite,0.001,,,,,v381
C00445,,Metabolite,0.001,,,,,v382
C04911,,Metabolite,0.001,,,,,v383
C03150,,Metabolite,0.001,,,,,v384
C11453,,Metabolite,0.001,,,,,v385
C00022,,Metabolite,0.0011,,,,,v386
C11811,,Metabolite,0.001,,,,,v387
C00430,,Metabolite,0.001,,,,,v388
C01344,,Metabolite,0.001,,,,,v389
C06612,,Metabolite,0.001,,,,,v390
C00669,,Metabolite,0.001,,,,,v391
C00158,,Metabolite,10.001,,,,,v392
C02909,,Metabolite,0.001,,,,,v393
C05649,,Metabolite,0.001,,,,,v394
C01102,,Metabolite,0.001,,,,,v396
C00263,,Metabolite,0.001,,,,,v397
C00881,,Metabolite,0.001,,,,,v398
C11838,,Metabolite,0.001,,,,,v400
C05686,,Metabolite,0.001,,,,,v401
C01345,,Metabolite,0.001,,,,,v402
C00083,,Metabolite,0.001,,,,,v403
C11088,,Metabolite,0.001,,,,,v404
C00206,,Metabolite,0.001,,,,,v405
C14089,,Metabolite,0.001,,,,,v406
C02496,,Metabolite,0.001,,,,,v408
C00065,,Metabolite,1.001,,,,,v409
C00229,,Metabolite,0.001,,,,,v410
C00972,,Metabolite,0.001,,,,,v411
C04823,,Metabolite,0.001,,,,,v412
C14804,,Metabolite,0.001,,,,,v413
C00086,,Metabolite,0.001,,,,,v414
C14861,,Metabolite,0.001,,,,,v415
C00138,,Metabolite,0.001,,,,,v416
C00383,,Metabolite,0.001,,,,,v417
C03546,,Metabolite,0.001,,,,,v419
C00314,,Metabolite,0.001,,,,,v420
C00459,,Metabolite,0.001,,,,,v421
C01798,,Metabolite,0.001,,,,,v422
C00053,,Metabolite,0.001,,,,,v423
C00092,,Metabolite,5,,,,,v424
C01097,,Metabolite,0.001,,,,,v425
C03939,,Metabolite,0.001,,,,,v426
C00139,,Metabolite,0.001,,,,,v427
C00029,,Metabolite,0.001,,,,,v428
C00360,,Metabolite,0.001,,,,,v429
C05712,,Metabolite,0.001,,,,,v430
C00074,,Metabolite,0.18,,,,,v431
C16634,,Metabolite,0.001,,,,,v432
C00559,,Metabolite,0.001,,,,,v433
C05947,,Metabolite,0.001,,,,,v434
C00058,,Metabolite,15,,,,,v435
C00673,,Metabolite,0.001,,,,,v437
C01190,,Metabolite,0.001,,,,,v438
C03082,,Metabolite,0.001,,,,,v439
C00024,,Metabolite,1.61,,,,,v440
C00044,,Metabolite,0.001,,,,,v441
C11824,,Metabolite,0.001,,,,,v442
C00112,,Metabolite,0.001,,,,,v443
C00365,,Metabolite,0.001,,,,,v444
C05923,,Metabolite,0.001,,,,,v445
C11638,,Metabolite,0.001,,,,,v446
C03723,,Metabolite,0.001,,,,,v447
C06613,,Metabolite,0.001,,,,,v448
C01647,,Metabolite,0.001,,,,,v450
C01024,,Metabolite,0.001,,,,,v451
C16237,,Metabolite,0.001,,,,,v452
C00201,,Metabolite,0.001,,,,,v453
C14180,,Metabolite,0.001,,,,,v454
C03838,,Metabolite,0.001,,,,,v455
C05841,,Metabolite,0.001,,,,,v456
C00103,,Metabolite,0.001,,,,,v457
C04633,,Metabolite,0.001,,,,,v458
C05928,,Metabolite,0.001,,,,,v460
C00407,,Metabolite,0.001,,,,,v461
C00295,,Metabolite,0.001,,,,,v462
C01640,,Metabolite,0.001,,,,,v463
C06311,,Metabolite,0.001,,,,,v464
C00473,,Metabolite,0.001,,,,,v465
C00531,,Metabolite,0.001,,,,,v466
C00055,,Metabolite,0.001,,,,,v467
C14800,,Metabolite,0.001,,,,,v468
C00493,,Metabolite,0.001,,,,,v469
C05378,,Metabolite,0.001,,,,,v471
C14847,,Metabolite,0.001,,,,,v473
C02426,,Metabolite,0.001,,,,,v474
C00376,,Metabolite,0.001,,,,,v475
C00105,,Metabolite,0.001,,,,,v476
C00077,,Metabolite,0.001,,,,,v477
C04732,,Metabolite,0.001,,,,,v478
C01031,,Metabolite,0.001,,,,,v479
C00063,,Metabolite,0.001,,,,,v480
C04283,,Metabolite,0.001,,,,,v481
C06194,,Metabolite,0.001,,,,,v482
C00009,,Metabolite,0.001,,,,,v483
C16586,,Metabolite,0.001,,,,,v484
C16565,,Metabolite,0.001,,,,,v485
C06156,,Metabolite,0.001,,,,,v486
C05824,,Metabolite,0.001,,,,,v487
C01762,,Metabolite,0.001,,,,,v489
C01185,,Metabolite,0.001,,,,,v490
C06611,,Metabolite,0.001,,,,,v491
C06193,,Metabolite,0.001,,,,,v492
C04650,,Metabolite,0.001,,,,,v493
C06010,,Metabolite,0.001,,,,,v494
C01242,,Metabolite,0.001,,,,,v496
C00267,,Metabolite,0.001,,,,,v497
C05749,,Metabolite,0.001,,,,,v498
C04284,,Metabolite,0.001,,,,,v499
C05746,,Metabolite,0.001,,,,,v500
C04377,,Metabolite,0.001,,,,,v501
C00860,,Metabolite,0.001,,,,,v502
C05577,,Metabolite,0.001,,,,,v503
C00506,,Metabolite,0.001,,,,,v504
C01346,,Metabolite,0.001,,,,,v505
C00451,,Metabolite,0.0011,,,,,v506
C05838,,Metabolite,0.001,,,,,v507
C00354,,Metabolite,15,,,,,v508
C00042,,Metabolite,7.1692,,,,,v509
C00124,,Metabolite,0.001,,,,,v510
C16614,,Metabolite,0.001,,,,,v511
C00362,,Metabolite,0.001,,,,,v512
C01236,,Metabolite,0.0011,,,,,v513
C03657,,Metabolite,0.001,,,,,v514
C00704,,Metabolite,0.001,,,,,v515
C00144,,Metabolite,0.001,,,,,v516
C05946,,Metabolite,0.001,,,,,v517
C14805,,Metabolite,0.001,,,,,v518
C01322,,Metabolite,0.001,,,,,v519
C01171,,Metabolite,0.001,,,,,v520
C05761,,Metabolite,0.001,,,,,v521
C03071,,Metabolite,0.001,,,,,v522
C05528,,Metabolite,0.001,,,,,v523
C00363,,Metabolite,0.001,,,,,v524
C16255,,Metabolite,0.001,,,,,v525
C00741,,Metabolite,0.001,,,,,v526
C00957,,Metabolite,0.001,,,,,v527
C00302,,Metabolite,0.001,,,,,v529
C00254,,Metabolite,0.001,,,,,v530
C00661,,Metabolite,0.0011,,,,,v532
C06059,,Metabolite,0.001,,,,,v533
C00051,,Metabolite,0.001,,,,,v534
C14792,,Metabolite,0.001,,,,,v535
C00438,,Metabolite,0.001,,,,,v536
C00272,,Metabolite,0.001,,,,,v537
C00268,,Metabolite,0.001,,,,,v538
C00149,,Metabolite,1.7,,,,,v539
C01100,,Metabolite,0.001,,,,,v540
C01267,,Metabolite,0.001,,,,,v541
C00097,,Metabolite,0.001,,,,,v542
C00243,,Metabolite,0.001,,,,,v543
C05697,,Metabolite,0.001,,,,,v544
C00284,,Metabolite,0.001,,,,,v545
C05892,,Metabolite,0.001,,,,,v546
C16596,,Metabolite,0.001,,,,,v548
C05335,,Metabolite,0.001,,,,,v550
C16587,,Metabolite,0.001,,,,,v551
C06250,,Metabolite,0.001,,,,,v553
C01419,,Metabolite,0.001,,,,,v554
C00008,,Metabolite,0.001,,,,,v555
C00117,,Metabolite,0.5,,,,,v556
C02090,,Metabolite,0.001,,,,,v557
C00069,,Metabolite,0.001,,,,,v558
C06103,,Metabolite,0.001,,,,,v559
C00239,,Metabolite,0.001,,,,,v562
C00100,,Metabolite,0.001,,,,,v563
C16663,,Metabolite,0.001,,,,,v565
C00463,,Metabolite,0.001,,,,,v566
C02929,,Metabolite,0.001,,,,,v567
C12214,,Metabolite,0.001,,,,,v568
C00286,,Metabolite,0.001,,,,,v569
C16153,,Metabolite,0.001,,,,,v570
C01187,,Metabolite,0.001,,,,,v571
C01829,,Metabolite,0.001,,,,,v572
C15811,,Metabolite,0.001,,,,,v573
C04419,,Metabolite,0.001,,,,,v575
C05625,,Metabolite,0.001,,,,,v576
C00527,,Metabolite,0.001,,,,,v577
C00534,,Metabolite,0.001,,,,,v578
C16832,,Metabolite,0.001,,,,,v579
C00004,,Metabolite,1.083,,,,,v581
C01641,,Metabolite,0.001,,,,,v583
C06398,,Metabolite,0.001,,,,,v585
C03287,,Metabolite,0.001,,,,,v586
C01478,,Metabolite,0.001,,,,,v587
C01165,,Metabolite,0.001,,,,,v588
C03479,,Metabolite,0.001,,,,,v589
C01929,,Metabolite,0.001,,,,,v590
C00116,,Metabolite,0.001,,,,,v592
C00080,,Metabolite,0.0001,,,,,v593
C01050,,Metabolite,0.001,,,,,v594
C01335,,Metabolite,0.001,,,,,v595
C05758,,Metabolite,0.001,,,,,v596
C03373,,Metabolite,0.001,,,,,v597
C02287,,Metabolite,0.001,,,,,v598
C16219,,Metabolite,0.001,,,,,v599
C00166,,Metabolite,0.001,,,,,v600
C00386,,Metabolite,0.001,,,,,v601
C00343,,Metabolite,0.001,,,,,v602
C00188,,Metabolite,0.001,,,,,v603
C00337,,Metabolite,0.001,,,,,v604
C00257,,Metabolite,0.001,,,,,v605
C00148,,Metabolite,0.001,,,,,v606
C00275,,Metabolite,0.001,,,,,v607
C00698,,Metabolite,0.001,,,,,v608
C00352,,Metabolite,0.001,,,,,v609
C02051,,Metabolite,0.001,,,,,v611
C00161,,Metabolite,0.001,,,,,v613
C00692,,Metabolite,0.001,,,,,v614
C00224,,Metabolite,0.001,,,,,v616
C01528,,Metabolite,0.001,,,,,v617
C00794,,Metabolite,0.001,,,,,v618
C04121,,Metabolite,0.001,,,,,v619
C00133,,Metabolite,0.001,,,,,v620
C17023,,Metabolite,0.001,,,,,v621
C01290,,Metabolite,0.001,,,,,v622
C05345,,Metabolite,3.8,,,,,v623
C05223,,Metabolite,0.001,,,,,v624
C00624,,Metabolite,0.001,,,,,v625
C00258,,Metabolite,0.001,,,,,v626
C16220,,Metabolite,0.001,,,,,v627
C01235,,Metabolite,0.001,,,,,v629
C04877,,Metabolite,0.001,,,,,v630
C00900,,Metabolite,0.001,,,,,v631
C00988,,Metabolite,0.001,,,,,v632
C04737,,Metabolite,0.001,,,,,v633
C00183,,Metabolite,0.001,,,,,v634
C11039,,Metabolite,0.001,,,,,v635
C00118,,Metabolite,0.001,,,,,v636
C01269,,Metabolite,0.001,,,,,v637
C05403,,Metabolite,0.001,,,,,v638
C04702,,Metabolite,0.001,,,,,v639
C02686,,Metabolite,0.001,,,,,v640
C14856,,Metabolite,0.001,,,,,v641
C01212,,Metabolite,0.001,,,,,v642
C00315,,Metabolite,0.001,,,,,v643
C04058,,Metabolite,0.001,,,,,v645
C05757,,Metabolite,0.001,,,,,v648
C13645,,Metabolite,0.001,,,,,v650
C00127,,Metabolite,0.001,,,,,v651
C00013,,Metabolite,0.0011,,,,,v653
C04895,,Metabolite,0.001,,,,,v654
C05766,,Metabolite,0.001,,,,,v655
C00253,,Metabolite,0.001,,,,,v656
C04478,,Metabolite,0.001,,,,,v657
C00048,,Metabolite,0.0011,,,,,v658
C00135,,Metabolite,0.001,,,,,v659
C04619,,Metabolite,0.001,,,,,v660
C07649,,Metabolite,0.001,,,,,v661
C05745,,Metabolite,0.001,,,,,v662
C00283,,Metabolite,0.001,,,,,v663
C00089,,Metabolite,0.001,,,,,v665
C14855,,Metabolite,0.001,,,,,v666
C00222,,Metabolite,0.001,,,,,v667
C04309,,Metabolite,0.001,,,,,v668
C00120,,Metabolite,0.001,,,,,v670
C00075,,Metabolite,0.001,,,,,v671
C02354,,Metabolite,0.001,,,,,v672
C00256,,Metabolite,3.25,,,,,v673
C00109,,Metabolite,0.001,,,,,v674
C14090,,Metabolite,0.001,,,,,v675
C00946,,Metabolite,0.001,,,,,v676
C13199,,Metabolite,0.001,,,,,v677
C05822,,Metabolite,0.001,,,,,v678
C05752,,Metabolite,0.001,,,,,v679
C02441,,Metabolite,0.001,,,,,v680
C00387,,Metabolite,0.001,,,,,v681
C00035,,Metabolite,0.001,,,,,v682
C00084,,Metabolite,0.0011,,,,,v683
C03319,,Metabolite,0.001,,,,,v685
C00627,,Metabolite,0.001,,,,,v686
C00357,,Metabolite,0.001,,,,,v687
C11907,,Metabolite,0.001,,,,,v689
C00041,,Metabolite,0.001,,,,,v690
C05167,,Metabolite,0.001,,,,,v691
C16595,,Metabolite,0.001,,,,,v692
C04882,,Metabolite,0.001,,,,,v693
C00966,,Metabolite,0.001,,,,,v694
C00671,,Metabolite,0.001,,,,,v695
C00234,,Metabolite,0.001,,,,,v696
C02170,,Metabolite,0.001,,,,,v697
C03170,,Metabolite,0.001,,,,,v698
C14852,,Metabolite,0.001,,,,,v699
C05527,,Metabolite,0.001,,,,,v700
C00454,,Metabolite,0.001,,,,,v701
C05747,,Metabolite,0.001,,,,,v702
C14791,,Metabolite,0.001,,,,,v703
C04442,,Metabolite,0.0011,,,,,v704
C00526,,Metabolite,0.001,,,,,v705
C05576,,Metabolite,0.001,,,,,v707
C04246,,Metabolite,0.001,,,,,v708
C00094,,Metabolite,0.001,,,,,v709
C05402,,Metabolite,0.001,,,,,v710
C00002,,Metabolite,1.001,,,,,v712
