Label,EC,Type,StartingConc,Conc,Mechanisms,Parameters,Species,Relative
Isocitrate dehydrogenase (nadp+),1.1.1.42,Enzyme,0.010227545,,,,Escherichia coli,rel0
Glycine dehydrogenase (aminomethyl-transferring),1.4.4.2,Enzyme,0.004748503,,,,Escherichia coli,rel0
C12214,,Metabolite,0.000818962,,,,,v1
C00111,,Metabolite,473.6047568,,,,,v2
C00345,,Metabolite,0.145283636,,,,,v3
C00005,,Metabolite,0.115521639,,,,,v4
C00020,,Metabolite,0.024683679,,,,,v5
C00390,,Metabolite,0.061681712,,,,,v6
C01172,,Metabolite,0.798411039,,,,,v7
C00201,,Metabolite,5.27E-06,,,,,v8
C05747,,Metabolite,0.403065375,,,,,v9
C05760,,Metabolite,0.00566782,,,,,v10
C04688,,Metabolite,2.94E-08,,,,,v11
C00122,,Metabolite,0.582607382,,,,,v12
C05378,,Metabolite,0.792824637,,,,,v13
C05223,,Metabolite,3.12E-06,,,,,v14
C05749,,Metabolite,4.34E-06,,,,,v15
C00013,,Metabolite,0.007858667,,,,,v16
C05345,,Metabolite,59.47319954,,,,,v17
C05381,,Metabolite,0.176801746,,,,,v18
C00103,,Metabolite,0.046596076,,,,,v19
C05746,,Metabolite,0.000165574,,,,,v20
C00322,,Metabolite,0.887898962,,,,,v21
C05259,,Metabolite,0.006931367,,,,,v22
C00002,,Metabolite,7.224879165,,,,,v23
C00229,,Metabolite,17.84447801,,,,,v24
C00136,,Metabolite,28.45686604,,,,,v25
C05748,,Metabolite,6846.199109,,,,,v26
C00347,,Metabolite,2.44E-05,,,,,v27
C16470,,Metabolite,0.139235884,,,,,v28
C00249,,Metabolite,1.91E-05,,,,,v29
C00369,,Metabolite,0.037572919,,,,,v30
C03069,,Metabolite,1.00104035,,,,,v31
C00236,,Metabolite,0.065298376,,,,,v32
C00011,,Metabolite,83.2963355,,,,,v33
C00026,,Metabolite,34.84245037,,,,,v34
C16219,,Metabolite,0.000770101,,,,,v35
C04633,,Metabolite,0.348866047,,,,,v36
C00081,,Metabolite,7377.031942,,,,,v37
C03344,,Metabolite,2352.675278,,,,,v38
C03356,,Metabolite,0.055076329,,,,,v39
C16389,,Metabolite,0.000310961,,,,,v40
C00035,,Metabolite,0.788752929,,,,,v41
C00447,,Metabolite,0.000269251,,,,,v42
C00008,,Metabolite,2.17E-05,,,,,v43
C05270,,Metabolite,31.7941335,,,,,v44
C16339,,Metabolite,65.75490692,,,,,v45
C00003,,Metabolite,368.4639782,,,,,v46
C16335,,Metabolite,3.10E-05,,,,,v47
C00118,,Metabolite,0.001197746,,,,,v48
C00044,,Metabolite,0.013198355,,,,,v49
C05764,,Metabolite,0.002240136,,,,,v50
C03735,,Metabolite,0.000154429,,,,,v51
C06157,,Metabolite,18.77053858,,,,,v52
C13378,,Metabolite,0.107070553,,,,,v53
C05274,,Metabolite,5.71E-06,,,,,v54
C05755,,Metabolite,0.000531477,,,,,v55
C00577,,Metabolite,3.27E-07,,,,,v56
C16169,,Metabolite,0.00015535,,,,,v57
C16334,,Metabolite,0.092555807,,,,,v58
C00279,,Metabolite,1.14E-05,,,,,v59
C00042,,Metabolite,0.071692,,,,,v60
C01832,,Metabolite,0.082754616,,,,,v61
C16338,,Metabolite,0.087401504,,,,,v62
C04419,,Metabolite,36.78940213,,,,,v63
C05752,,Metabolite,0.000109723,,,,,v64
C00668,,Metabolite,26.23667301,,,,,v65
C00001,,Metabolite,724.4534037,,,,,v66
C03785,,Metabolite,0.203153753,,,,,v67
C00286,,Metabolite,2382.632174,,,,,v68
C00085,,Metabolite,0.004392992,,,,,v69
C00022,,Metabolite,5.39E-06,,,,,v70
C05269,,Metabolite,201.5813647,,,,,v71
C00197,,Metabolite,4.017920723,,,,,v72
C02232,,Metabolite,9.99E-05,,,,,v73
C05754,,Metabolite,6.932948742,,,,,v74
C05265,,Metabolite,0.163151269,,,,,v75
C01094,,Metabolite,0.272321069,,,,,v76
C00531,,Metabolite,0.027983401,,,,,v77
C16254,,Metabolite,1.10E-08,,,,,v78
C00112,,Metabolite,7.433201286,,,,,v79
C04246,,Metabolite,6.28E-05,,,,,v80
C00100,,Metabolite,0.000272601,,,,,v81
C00490,,Metabolite,59.28476698,,,,,v82
C16220,,Metabolite,0.055102579,,,,,v83
C00685,,Metabolite,947.6686865,,,,,v84
C05758,,Metabolite,0.090311983,,,,,v85
C01097,,Metabolite,7.619347407,,,,,v86
C00068,,Metabolite,0.182749005,,,,,v87
C05763,,Metabolite,7.58E-07,,,,,v88
C00015,,Metabolite,124.7661775,,,,,v89
C01944,,Metabolite,1.15E-06,,,,,v90
C00006,,Metabolite,121.6776145,,,,,v91
C07118,,Metabolite,0.003697874,,,,,v92
C16173,,Metabolite,2.88E-05,,,,,v93
C00173,,Metabolite,0.007291734,,,,,v94
C01271,,Metabolite,39.58321015,,,,,v95
C04620,,Metabolite,0.02148622,,,,,v96
C05761,,Metabolite,11.20817349,,,,,v97
C00010,,Metabolite,0.001922847,,,,,v98
C00620,,Metabolite,0.005252347,,,,,v99
C12215,,Metabolite,2805.182512,,,,,v100
C00199,,Metabolite,10021.57575,,,,,v101
C00158,,Metabolite,1.099213814,,,,,v102
C16331,,Metabolite,227.3878374,,,,,v103
C05753,,Metabolite,438.6873441,,,,,v104
C16330,,Metabolite,32.41726124,,,,,v105
C00091,,Metabolite,0.002300028,,,,,v106
C00009,,Metabolite,3.80E-07,,,,,v107
C05759,,Metabolite,0.124409209,,,,,v108
C00149,,Metabolite,0.210602853,,,,,v109
C00311,,Metabolite,0.02320643,,,,,v110
C00693,,Metabolite,0.003321716,,,,,v111
C05757,,Metabolite,0.000110136,,,,,v112
C03939,,Metabolite,0.001408886,,,,,v113
C05261,,Metabolite,0.013451203,,,,,v114
C05756,,Metabolite,3361.325903,,,,,v115
C00075,,Metabolite,6.31E-06,,,,,v116
C04619,,Metabolite,3290.623753,,,,,v117
C01209,,Metabolite,2977.007613,,,,,v118
C16255,,Metabolite,133.6662908,,,,,v119
C00131,,Metabolite,868.6241045,,,,,v120
C05751,,Metabolite,0.286703764,,,,,v121
C00104,,Metabolite,39.29303276,,,,,v122
C01171,,Metabolite,0.244095697,,,,,v123
C05263,,Metabolite,11.8709633,,,,,v124
C05745,,Metabolite,0.002036104,,,,,v125
C00354,,Metabolite,2831769.02,,,,,v126
C05382,,Metabolite,0.000101237,,,,,v127
C05762,,Metabolite,0.010591167,,,,,v128
C05125,,Metabolite,0.443713829,,,,,v129
C00288,,Metabolite,0.003359963,,,,,v130
C00083,,Metabolite,0.000470663,,,,,v131
C02593,,Metabolite,1.14E-06,,,,,v132
C00063,,Metabolite,2.33E-05,,,,,v133
C00512,,Metabolite,292.4117283,,,,,v134
C16466,,Metabolite,1.237705105,,,,,v135
C00206,,Metabolite,0.003018949,,,,,v136
C00231,,Metabolite,180008.6091,,,,,v137
C15972,,Metabolite,15.73693489,,,,,v138
C00399,,Metabolite,1.02E-06,,,,,v139
C00080,,Metabolite,3.18E-08,,,,,v140
C05267,,Metabolite,18.94742959,,,,,v141
C00361,,Metabolite,0.082504943,,,,,v142
C00264,,Metabolite,0.015367414,,,,,v143
C06250,,Metabolite,733.4586369,,,,,v144
C00004,,Metabolite,0.00012836,,,,,v145
C00417,,Metabolite,0.027045244,,,,,v146
C05750,,Metabolite,0.511335382,,,,,v147
C00527,,Metabolite,59.55460553,,,,,v148
C00024,,Metabolite,11575.81268,,,,,v149
C00036,,Metabolite,0.085599931,,,,,v150
C00631,,Metabolite,0.000155851,,,,,v151
C00117,,Metabolite,1.154446177,,,,,v152
C00092,,Metabolite,0.019826494,,,,,v153
C00718,,Metabolite,0.090046199,,,,,v154
C16471,,Metabolite,19.85104491,,,,,v155
C00040,,Metabolite,4.211712402,,,,,v156
C00154,,Metabolite,4.43E-05,,,,,v157
C04618,,Metabolite,0.036987669,,,,,v158
C00454,,Metabolite,8.97E-06,,,,,v159
C00074,,Metabolite,0.839141965,,,,,v160
C16376,,Metabolite,0.000556894,,,,,v161
C04309,,Metabolite,0.032339908,,,,,v162
C05744,,Metabolite,36.93395587,,,,,v163
C00988,,Metabolite,0.022986178,,,,,v164
C13199,,Metabolite,0.018515676,,,,,v165
C00665,,Metabolite,0.006286236,,,,,v166
C00736,,Metabolite,1.099515567,,,,,v167
C01478,,Metabolite,0.288617356,,,,,v168
C02086,,Metabolite,0.000167777,,,,,v169
C06232,,Metabolite,4.789066314,,,,,v170
C11215,,Metabolite,0.000110669,,,,,v171
C20679,,Metabolite,0.384489424,,,,,v172
C00284,,Metabolite,0.002774546,,,,,v173
C00127,,Metabolite,0.875892987,,,,,v174
C01159,,Metabolite,0.156031734,,,,,v175
C18713,,Metabolite,4.388093289,,,,,v176
C00451,,Metabolite,0.297232062,,,,,v177
C00742,,Metabolite,0.000227598,,,,,v178
C16487,,Metabolite,23.99618493,,,,,v179
C00209,,Metabolite,0.038972327,,,,,v180
C00025,,Metabolite,332.5125117,,,,,v181
C00041,,Metabolite,2.16E-05,,,,,v182
C00302,,Metabolite,0.000863667,,,,,v183
C00389,,Metabolite,0.004659069,,,,,v184
C01401,,Metabolite,0.827930329,,,,,v185
C05625,,Metabolite,0.170307348,,,,,v186
C00048,,Metabolite,7.259455631,,,,,v187
C00168,,Metabolite,0.739860248,,,,,v188
C00712,,Metabolite,24.21799137,,,,,v189
C00383,,Metabolite,0.002157632,,,,,v190
C02575,,Metabolite,0.676493881,,,,,v191
C04284,,Metabolite,465.110858,,,,,v192
C00552,,Metabolite,0.062196952,,,,,v193
C00704,,Metabolite,0.087051121,,,,,v194
C00741,,Metabolite,0.052320833,,,,,v195
C02441,,Metabolite,1.07E-05,,,,,v196
C11592,,Metabolite,7.10962662,,,,,v197
C01112,,Metabolite,0.162473189,,,,,v198
C02426,,Metabolite,7.15E-06,,,,,v199
C07182,,Metabolite,0.014164181,,,,,v200
C11165,,Metabolite,72.04907023,,,,,v201
C03444,,Metabolite,2.217968571,,,,,v202
C00120,,Metabolite,0.023408265,,,,,v203
C01213,,Metabolite,0.001872852,,,,,v204
C05682,,Metabolite,0.012901956,,,,,v205
C00363,,Metabolite,0.001329484,,,,,v206
C01182,,Metabolite,0.399161899,,,,,v207
C01231,,Metabolite,2.15E-07,,,,,v208
C00014,,Metabolite,94.73180052,,,,,v209
C00037,,Metabolite,0.001357693,,,,,v210
C00051,,Metabolite,39.98442925,,,,,v211
C00065,,Metabolite,1.32E-08,,,,,v212
C00097,,Metabolite,8.879644846,,,,,v213
C00101,,Metabolite,0.00010987,,,,,v214
C00109,,Metabolite,0.003726812,,,,,v215
C00143,,Metabolite,0.121074401,,,,,v216
C00161,,Metabolite,0.0029879,,,,,v217
C00188,,Metabolite,0.816002811,,,,,v218
C00248,,Metabolite,480.1559533,,,,,v219
C00445,,Metabolite,3.267136828,,,,,v220
C00579,,Metabolite,0.018586535,,,,,v221
C00669,,Metabolite,0.329107662,,,,,v222
C01217,,Metabolite,2.03E-07,,,,,v223
C01242,,Metabolite,2.651688878,,,,,v224
C01419,,Metabolite,0.433443064,,,,,v225
C01642,,Metabolite,0.029998588,,,,,v226
C01650,,Metabolite,0.52830007,,,,,v227
C02051,,Metabolite,0.257517929,,,,,v228
C02218,,Metabolite,68.70904,,,,,v229
C02412,,Metabolite,4399.405124,,,,,v230
C02553,,Metabolite,12.68163277,,,,,v231
C02972,,Metabolite,0.323865184,,,,,v232
C03090,,Metabolite,28.21657993,,,,,v233
C03479,,Metabolite,0.000116823,,,,,v234
C03508,,Metabolite,0.333061568,,,,,v235
C03838,,Metabolite,0.517133277,,,,,v236
C04377,,Metabolite,226.9929227,,,,,v237
C05167,,Metabolite,0.249224597,,,,,v238
C05726,,Metabolite,7.64E-05,,,,,v239
C05729,,Metabolite,0.189612229,,,,,v240
C06481,,Metabolite,0.494210902,,,,,v241
C15973,,Metabolite,9.57E-06,,,,,v242
C16237,,Metabolite,0.159911154,,,,,v243
C16636,,Metabolite,2292.456052,,,,,v244
C16832,,Metabolite,0.002999392,,,,,v245
C00158HCT,,Metabolite,0,,,,,1
C11439,,Metabolite,1.03E-05,,,,,v246
C00058,,Metabolite,0.061590364,,,,,v247
C11440,,Metabolite,0.527046123,,,,,v248
C01639,,Metabolite,0.000357695,,,,,v249
C03125,,Metabolite,0.026997783,,,,,v250
C00147,,Metabolite,0.005504079,,,,,v251
C05379,,Metabolite,0.002443835,,,,,v252
C00033,,Metabolite,0.001,,,,,v253
